aluno_anon,opcao,unidade,g,h,bairro_fam,situacao,pontos,irmao,pais_menor18
aluno_0136573,1,04024,Maternal I,Integral,RAMOS,Cancelado na confirmacao,55,0,0
aluno_0136573,1,03019,Maternal I,Integral,RAMOS,Confirmado,55,0,0
aluno_0136575,1,07041,Berçário,Integral,JACAREPAGUA,Confirmado,51,1,0
aluno_0136578,1,08010,Berçário,Integral,PADRE MIGUEL,Cancelado,0,1,0
aluno_0136578,2,08021,Berçário,Integral,PADRE MIGUEL,Cancelado,0,1,0
aluno_0136578,3,08017,Berçário,Integral,PADRE MIGUEL,Cancelado,0,1,0
aluno_0136578,4,08024,Berçário,Integral,PADRE MIGUEL,Cancelado,0,1,0
aluno_0136578,5,0817609,Berçário,Parcial,PADRE MIGUEL,Cancelado,0,1,0
aluno_0136579,1,10034,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0136579,2,1019827,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0136579,3,10061,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0136579,4,10075,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0136580,1,1019826,Berçário,Integral,SEPETIBA,Cancelado pelo sistema,57,0,0
aluno_0136580,2,10058,Berçário,Integral,SEPETIBA,Confirmado,57,0,0
aluno_0136580,3,10079,Berçário,Integral,SEPETIBA,Cancelado na confirmacao,57,0,0
aluno_0136582,1,0817607,Berçário,Parcial,BANGU,Lista de espera,0,0,0
aluno_0136583,1,0431603,Berçário,Integral,PARADA DE LUCAS,Confirmado,53,0,0
aluno_0136584,1,1019612,Berçário,Integral,PACIENCIA,Cancelado pelo sistema,53,1,0
aluno_0136584,2,1019801,Berçário,Integral,PACIENCIA,Cancelado pelo sistema,53,1,0
aluno_0136584,3,10057,Berçário,Integral,PACIENCIA,Confirmado,53,1,0
aluno_0136586,1,0411801,Maternal I,Integral,PENHA CIRCULAR,Cancelado na confirmacao,53,1,0
aluno_0136588,1,07003,Berçário,Integral,TAQUARA,Confirmado,53,0,1
aluno_0136589,1,07036,Berçário,Integral,FREGUESIA (JACAREPAGUA),Cancelado na confirmacao,53,0,0
aluno_0136590,1,0515602,Maternal I,Integral,VAZ LOBO,Confirmado,4,0,0
aluno_0136591,1,09022,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,0,0,0
aluno_0136591,2,09026,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,0,0,0
aluno_0136591,3,09032,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,0,0,0
aluno_0136591,4,09024,Berçário,Integral,INHOAIBA,Confirmado,0,0,0
aluno_0136592,1,0312805,Berçário,Integral,INHAUMA,Confirmado,53,1,0
aluno_0136592,2,0312801,Berçário,Integral,INHAUMA,Cancelado pelo sistema,53,1,0
aluno_0136593,1,03022,Berçário,Integral,QUINTINO BOCAIUVA,Cancelado,0,0,0
aluno_0136593,2,0313802,Berçário,Integral,QUINTINO BOCAIUVA,Cancelado,0,0,0
aluno_0136593,3,0313601,Berçário,Integral,QUINTINO BOCAIUVA,Cancelado,0,0,0
aluno_0136593,4,03025,Berçário,Integral,QUINTINO BOCAIUVA,Cancelado,0,0,0
aluno_0136593,5,0313603,Berçário,Integral,QUINTINO BOCAIUVA,Cancelado,0,0,0
aluno_0136594,1,02049,Berçário,Integral,JARDIM BOTANICO,Cancelado na confirmacao,0,0,0
aluno_0136594,2,02025,Berçário,Integral,JARDIM BOTANICO,Cancelado na confirmacao,0,0,0
aluno_0136594,3,02016,Berçário,Integral,JARDIM BOTANICO,Cancelado na confirmacao,0,0,0
aluno_0136595,1,09013,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,60,1,0
aluno_0136595,2,0918837,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,60,1,0
aluno_0136595,3,09046,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,60,1,0
aluno_0136595,4,0918613,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,60,1,0
aluno_0136596,1,0101801,Berçário,Parcial,IMPERIAL DE SAO CRISTOVAO,Confirmado,0,0,0
aluno_0136597,1,0724602,Berçário,Integral,ITANHANGA,Confirmado,0,0,0
aluno_0136597,1,02053,Berçário,Integral,ITANHANGA,Cancelado na confirmacao,0,0,0
aluno_0136597,2,0724807,Berçário,Integral,ITANHANGA,Cancelado pelo sistema,0,0,0
aluno_0136597,3,07027,Berçário,Integral,ITANHANGA,Cancelado pelo sistema,0,0,0
aluno_0136598,1,0716803,Berçário,Integral,ANIL,Lista de espera,53,1,0
aluno_0136598,2,0716822,Berçário,Integral,ANIL,Lista de espera,53,1,0
aluno_0136598,3,0716819,Berçário,Integral,ANIL,Lista de espera,53,1,0
aluno_0136598,4,0716808,Berçário,Integral,ANIL,Lista de espera,53,1,0
aluno_0136598,5,0716818,Berçário,Integral,ANIL,Lista de espera,53,1,0
aluno_0136599,1,04030,Berçário,Integral,RAMOS,Confirmado,53,0,0
aluno_0136600,1,1120601,Berçário,Integral,GALEAO,Lista de espera,63,1,0
aluno_0136600,2,1120605,Berçário,Integral,GALEAO,Lista de espera,63,1,0
aluno_0136600,3,1120603,Berçário,Integral,GALEAO,Lista de espera,63,1,0
aluno_0136601,1,07027,Berçário,Integral,ITANHANGA,Cancelado pelo sistema,0,0,0
aluno_0136601,1,0208801,Berçário,Integral,ITANHANGA,Confirmado,0,0,0
aluno_0136601,2,0724807,Berçário,Integral,ITANHANGA,Cancelado pelo sistema,0,0,0
aluno_0136601,3,0716609,Berçário,Integral,ITANHANGA,Cancelado pelo sistema,0,0,0
aluno_0136602,1,10019,Berçário,Integral,SANTA CRUZ,Confirmado,53,0,0
aluno_0136603,1,05010,Maternal I,Integral,COLEGIO,Confirmado,53,0,0
aluno_0136604,1,09018,Berçário,Integral,COSMOS,Cancelado,53,0,0
aluno_0136605,1,09046,Berçário,Integral,SANTISSIMO,Confirmado,53,0,0
aluno_0136606,1,09035,Berçário,Integral,CAMPO GRANDE,Confirmado,0,1,0
aluno_0136611,1,04047,Berçário,Integral,RAMOS,Confirmado,59,1,0
aluno_0136612,1,02012,Berçário,Integral,ALTO DA BOA VISTA,Confirmado,53,1,0
aluno_0136613,1,10008,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,53,1,0
aluno_0136613,2,1019801,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,53,1,0
aluno_0136613,3,1019620,Berçário,Integral,SANTA CRUZ,Confirmado,53,1,0
aluno_0136614,1,0833602,Berçário,Integral,MAGALHAES BASTOS,Cancelado na confirmacao,51,0,0
aluno_0136614,2,08022,Berçário,Integral,MAGALHAES BASTOS,Lista de espera,51,0,0
aluno_0136615,1,0918614,Berçário,Parcial,CAMPO GRANDE,Confirmado,4,1,0
aluno_0136615,2,09017,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,4,1,0
aluno_0136615,3,09034,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,4,1,0
aluno_0136615,4,0918619,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,4,1,0
aluno_0136616,1,0716812,Berçário,Integral,JACAREPAGUA,Lista de espera,53,1,0
aluno_0136616,2,0716609,Berçário,Integral,JACAREPAGUA,Lista de espera,53,1,0
aluno_0136617,1,04040,Maternal I,Integral,JARDIM AMERICA,Confirmado,0,0,0
aluno_0136618,1,0625601,Berçário,Integral,PARQUE COLUMBIA,Lista de espera,0,0,0
aluno_0136618,2,0625816,Berçário,Integral,PARQUE COLUMBIA,Cancelado na confirmacao,0,0,0
aluno_0136619,1,07002,Berçário,Integral,VARGEM GRANDE,Confirmado,57,0,0
aluno_0136619,2,07015,Berçário,Integral,VARGEM GRANDE,Cancelado pelo sistema,57,0,0
aluno_0136620,1,0716818,Berçário,Integral,ANIL,Cancelado pelo sistema,0,0,0
aluno_0136620,2,0716819,Berçário,Integral,ANIL,Cancelado pelo sistema,0,0,0
aluno_0136620,3,07036,Berçário,Integral,ANIL,Confirmado,0,0,0
aluno_0136620,4,0716605,Berçário,Integral,ANIL,Cancelado pelo sistema,0,0,0
aluno_0136620,5,0716822,Berçário,Integral,ANIL,Cancelado pelo sistema,0,0,0
aluno_0136624,1,08007,Berçário,Integral,BANGU,Cancelado,57,1,0
aluno_0136624,2,0817804,Berçário,Integral,BANGU,Cancelado,57,1,0
aluno_0136624,3,08010,Berçário,Integral,BANGU,Cancelado,57,1,0
aluno_0136624,4,0817615,Berçário,Integral,BANGU,Cancelado,57,1,0
aluno_0136624,5,08005,Berçário,Integral,BANGU,Cancelado,57,1,0
aluno_0136626,1,10068,Berçário,Integral,GUARATIBA,Confirmado,53,0,0
aluno_0136627,1,03002,Berçário,Integral,SAMPAIO,Confirmado,0,0,0
aluno_0136628,1,0817814,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,0,0
aluno_0136628,2,0817801,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,0,0
aluno_0136628,3,0817605,Berçário,Parcial,BANGU,Confirmado,0,0,0
aluno_0136629,1,0918616,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,51,0,0
aluno_0136629,2,0918817,Berçário,Parcial,CAMPO GRANDE,Confirmado,51,0,0
aluno_0136630,1,0622603,Maternal I,Integral,ANCHIETA,Cancelado pelo sistema,55,1,0
aluno_0136630,2,0622602,Maternal I,Integral,ANCHIETA,Cancelado pelo sistema,55,1,0
aluno_0136632,1,10058,Berçário,Integral,SEPETIBA,Cancelado na confirmacao,4,0,0
aluno_0136634,1,07040,Berçário,Integral,TANQUE,Lista de espera,55,1,0
aluno_0136634,2,0716608,Berçário,Integral,TANQUE,Lista de espera,55,1,0
aluno_0136634,3,0716607,Berçário,Integral,TANQUE,Lista de espera,55,1,0
aluno_0136637,1,0918606,Maternal I,Integral,CAMPO GRANDE,Cancelado pelo sistema,0,0,0
aluno_0136637,2,09030,Maternal I,Integral,CAMPO GRANDE,Cancelado pelo sistema,0,0,0
aluno_0136638,1,0102602,Berçário,Integral,GLORIA,Confirmado,0,0,0
aluno_0136638,1,0204602,Berçário,Integral,GLORIA,Cancelado pelo sistema,0,0,0
aluno_0136638,2,0102604,Berçário,Integral,GLORIA,Cancelado pelo sistema,0,0,0
aluno_0136638,3,0102605,Berçário,Integral,GLORIA,Cancelado pelo sistema,0,0,0
aluno_0136639,1,09012,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,64,0,1
aluno_0136639,2,0918802,Berçário,Parcial,INHOAIBA,Confirmado,64,0,1
aluno_0136639,3,09026,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,64,0,1
aluno_0136640,1,10027,Berçário,Integral,SANTA CRUZ,Confirmado,2,1,0
aluno_0136641,1,0514602,Berçário,Integral,COLEGIO,Cancelado pelo sistema,0,0,0
aluno_0136641,2,05010,Berçário,Integral,COLEGIO,Confirmado,0,0,0
aluno_0136643,1,03033,Berçário,Integral,LINS DE VASCONCELOS,Cancelado pelo sistema,53,0,0
aluno_0136643,2,0313602,Berçário,Integral,LINS DE VASCONCELOS,Confirmado,53,0,0
aluno_0136643,3,0313610,Berçário,Integral,LINS DE VASCONCELOS,Cancelado pelo sistema,53,0,0
aluno_0136644,1,07015,Berçário,Integral,VARGEM GRANDE,Cancelado pelo sistema,0,0,0
aluno_0136644,2,0724801,Berçário,Integral,VARGEM GRANDE,Confirmado,0,0,0
aluno_0136645,1,0227801,Berçário,Integral,GAVEA,Confirmado,53,1,0
aluno_0136645,2,02036,Berçário,Integral,GAVEA,Cancelado na confirmacao,53,1,0
aluno_0136645,3,02003,Berçário,Integral,GAVEA,Cancelado pelo sistema,53,1,0
aluno_0136645,4,02047,Berçário,Integral,GAVEA,Cancelado pelo sistema,53,1,0
aluno_0136645,5,02060,Berçário,Integral,GAVEA,Cancelado pelo sistema,53,1,0
aluno_0136646,1,05014,Berçário,Integral,MARECHAL HERMES,Confirmado,6,1,0
aluno_0136647,1,0625608,Maternal I,Integral,COELHO NETO,Cancelado pelo sistema,4,0,1
aluno_0136647,2,0625615,Maternal I,Integral,COELHO NETO,Cancelado pelo sistema,4,0,1
aluno_0136647,3,0625612,Maternal I,Integral,COELHO NETO,Cancelado pelo sistema,4,0,1
aluno_0136647,4,06006,Maternal I,Integral,COELHO NETO,Cancelado pelo sistema,4,0,1
aluno_0136647,5,0625611,Maternal I,Integral,COELHO NETO,Cancelado pelo sistema,4,0,1
aluno_0136649,1,0833811,Berçário,Integral,REALENGO,Lista de espera,0,0,0
aluno_0136649,2,08022,Berçário,Integral,REALENGO,Lista de espera,0,0,0
aluno_0136650,1,0312812,Berçário,Integral,INHAUMA,Confirmado,55,1,0
aluno_0136650,2,0312602,Berçário,Integral,INHAUMA,Cancelado pelo sistema,55,1,0
aluno_0136651,1,0817614,Maternal I,Parcial,BANGU,Confirmado,53,1,0
aluno_0136651,2,08009,Maternal I,Integral,BANGU,Cancelado pelo sistema,53,1,0
aluno_0136651,3,0817601,Maternal I,Parcial,BANGU,Cancelado na confirmacao,53,1,0
aluno_0136654,1,05014,Berçário,Integral,MARECHAL HERMES,Cancelado pelo sistema,0,0,0
aluno_0136654,1,06012,Berçário,Integral,MARECHAL HERMES,Confirmado,0,0,0
aluno_0136655,1,10080,Berçário,Integral,GUARATIBA,Confirmado,3,0,0
aluno_0136656,1,0208607,Berçário,Integral,TIJUCA,Confirmado,61,1,0
aluno_0136656,2,0208608,Berçário,Integral,TIJUCA,Cancelado pelo sistema,61,1,0
aluno_0136657,1,06018,Berçário,Integral,COELHO NETO,Cancelado,53,1,0
aluno_0136658,1,09029,Berçário,Integral,ANIL,Cancelado na confirmacao,0,0,0
aluno_0136658,1,0716822,Berçário,Integral,ANIL,Confirmado,0,0,0
aluno_0136658,2,0716603,Berçário,Integral,ANIL,Cancelado pelo sistema,0,0,0
aluno_0136658,3,0716819,Berçário,Integral,ANIL,Cancelado na confirmacao,0,0,0
aluno_0136658,4,0716614,Berçário,Integral,ANIL,Cancelado pelo sistema,0,0,0
aluno_0136659,1,0716803,Berçário,Integral,ANIL,Lista de espera,51,0,0
aluno_0136659,2,0716822,Berçário,Integral,ANIL,Lista de espera,51,0,0
aluno_0136659,3,0716819,Berçário,Integral,ANIL,Lista de espera,51,0,0
aluno_0136659,4,0716808,Berçário,Integral,ANIL,Lista de espera,51,0,0
aluno_0136659,5,0716818,Berçário,Integral,ANIL,Lista de espera,51,0,0
aluno_0136660,1,0312603,Berçário,Integral,INHAUMA,Confirmado,57,0,0
aluno_0136660,2,0312601,Berçário,Integral,INHAUMA,Cancelado na confirmacao,57,0,0
aluno_0136662,1,0716607,Berçário,Integral,CAMPINHO,Cancelado pelo sistema,4,0,0
aluno_0136662,2,07040,Berçário,Integral,CAMPINHO,Confirmado,4,0,0
aluno_0136663,1,10071,Berçário,Integral,PEDRA DE GUARATIBA,Confirmado,0,0,0
aluno_0136664,1,0716807,Berçário,Integral,CURICICA,Confirmado,0,0,0
aluno_0136665,1,0103802,Berçário,Parcial,SANTA TERESA,Confirmado,57,1,0
aluno_0136666,1,0716819,Berçário,Integral,GARDENIA AZUL,Confirmado,55,0,0
aluno_0136666,2,0716822,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,55,0,0
aluno_0136666,3,0716808,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,55,0,0
aluno_0136666,4,07020,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,55,0,0
aluno_0136666,5,0716818,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,55,0,0
aluno_0136667,1,04024,Berçário,Integral,OLARIA,Cancelado na confirmacao,53,1,0
aluno_0136668,1,0918825,Berçário,Integral,SANTISSIMO,Cancelado pelo sistema,0,0,0
aluno_0136668,2,0918836,Berçário,Integral,SANTISSIMO,Confirmado,0,0,0
aluno_0136668,3,09013,Berçário,Integral,SANTISSIMO,Cancelado pelo sistema,0,0,0
aluno_0136669,1,0625816,Berçário,Integral,PAVUNA,Confirmado,6,1,0
aluno_0136670,1,10066,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0136671,1,10066,Berçário,Integral,PACIENCIA,Confirmado,0,0,0
aluno_0136672,1,07037,Berçário,Integral,TANQUE,Confirmado,8,1,0
aluno_0136675,1,0312806,Berçário,Integral,INHAUMA,Confirmado,51,0,0
aluno_0136675,2,0312601,Berçário,Integral,INHAUMA,Cancelado na confirmacao,51,0,0
aluno_0136676,1,0625804,Berçário,Integral,COSTA BARROS,Cancelado pelo sistema,2,0,0
aluno_0136676,2,0625803,Berçário,Integral,COSTA BARROS,Cancelado pelo sistema,2,0,0
aluno_0136676,3,0625607,Berçário,Integral,COSTA BARROS,Cancelado pelo sistema,2,0,0
aluno_0136676,4,0625602,Berçário,Integral,COSTA BARROS,Confirmado,2,0,0
aluno_0136676,5,0625802,Berçário,Integral,COSTA BARROS,Cancelado pelo sistema,2,0,0
aluno_0136677,1,10057,Berçário,Integral,SANTA CRUZ,Confirmado,57,0,0
aluno_0136678,1,07003,Berçário,Integral,TAQUARA,Confirmado,2,1,0
aluno_0136680,1,04015,Berçário,Integral,MARE,Cancelado,63,1,0
aluno_0136680,2,0430603,Berçário,Integral,MARE,Cancelado,63,1,0
aluno_0136680,3,0430809,Berçário,Integral,MARE,Cancelado,63,1,0
aluno_0136680,4,0430811,Berçário,Integral,MARE,Cancelado,63,1,0
aluno_0136680,5,0430602,Berçário,Integral,MARE,Cancelado,63,1,0
aluno_0136681,1,0817601,Berçário,Parcial,SENADOR CAMARA,Confirmado,8,0,1
aluno_0136682,1,0833807,Berçário,Integral,REALENGO,Confirmado,0,0,0
aluno_0136684,1,0622601,Berçário,Integral,ROSA DOS VENTOS,Cancelado na confirmacao,3,0,0
aluno_0136684,1,0515809,Berçário,Integral,ROSA DOS VENTOS,Cancelado na confirmacao,3,0,0
aluno_0136684,1,0833603,Berçário,Integral,ROSA DOS VENTOS,Cancelado na confirmacao,3,0,0
aluno_0136684,2,0625605,Berçário,Integral,ROSA DOS VENTOS,Cancelado na confirmacao,3,0,0
aluno_0136684,2,0833810,Berçário,Integral,ROSA DOS VENTOS,Cancelado na confirmacao,3,0,0
aluno_0136685,1,0817603,Berçário,Integral,BANGU,Cancelado pelo sistema,2,0,0
aluno_0136685,2,0817609,Berçário,Parcial,BANGU,Confirmado,2,0,0
aluno_0136685,3,0817617,Berçário,Parcial,BANGU,Cancelado pelo sistema,2,0,0
aluno_0136686,1,09011,Berçário,Integral,INHOAIBA,Confirmado,53,1,0
aluno_0136687,1,02004,Berçário,Integral,ROCINHA,Confirmado,51,0,0
aluno_0136689,1,0918829,Berçário,Integral,INHOAIBA,Confirmado,53,1,0
aluno_0136689,2,09031,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,53,1,0
aluno_0136689,3,09033,Berçário,Integral,INHOAIBA,Cancelado pelo sistema,53,1,0
aluno_0136690,1,03001,Berçário,Integral,ENGENHO DE DENTRO,Cancelado pelo sistema,53,0,1
aluno_0136690,2,03029,Berçário,Integral,ENGENHO DE DENTRO,Confirmado,53,0,1
aluno_0136690,3,0313608,Berçário,Integral,ENGENHO DE DENTRO,Cancelado na confirmacao,53,0,1
aluno_0136690,4,03013,Berçário,Integral,ENGENHO DE DENTRO,Cancelado na confirmacao,53,0,1
aluno_0136690,5,03006,Berçário,Integral,ENGENHO DE DENTRO,Cancelado pelo sistema,53,0,1
aluno_0136691,1,11007,Berçário,Integral,BANCARIOS,Confirmado,0,1,0
aluno_0136692,1,0205801,Berçário,Integral,LEME,Confirmado,53,0,0
aluno_0136692,2,02029,Berçário,Integral,LEME,Cancelado pelo sistema,53,0,0
aluno_0136692,3,02025,Berçário,Integral,LEME,Cancelado pelo sistema,53,0,0
aluno_0136693,1,0625820,Berçário,Integral,PAVUNA,Confirmado,55,0,0
aluno_0136693,2,0625606,Berçário,Integral,PAVUNA,Cancelado pelo sistema,55,0,0
aluno_0136693,3,0625803,Berçário,Integral,PAVUNA,Cancelado pelo sistema,55,0,0
aluno_0136693,4,0625603,Berçário,Integral,PAVUNA,Cancelado pelo sistema,55,0,0
aluno_0136693,5,0625602,Berçário,Integral,PAVUNA,Cancelado pelo sistema,55,0,0
aluno_0136694,1,07014,Berçário,Integral,CIDADE DE DEUS,Lista de espera,2,0,0
aluno_0136694,2,0734802,Berçário,Integral,CIDADE DE DEUS,Lista de espera,2,0,0
aluno_0136695,1,10060,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0136696,1,10071,Berçário,Integral,PEDRA DE GUARATIBA,Confirmado,0,0,0
aluno_0136697,1,0625614,Berçário,Integral,COSTA BARROS,Confirmado,51,1,0
aluno_0136699,1,10071,Berçário,Integral,PEDRA DE GUARATIBA,Confirmado,0,0,0
aluno_0136700,1,10052,Berçário,Integral,SEPETIBA,Confirmado,56,1,0
aluno_0136701,1,01009,Berçário,Integral,GAMBOA,Cancelado pelo sistema,55,0,0
aluno_0136701,2,0101802,Berçário,Integral,GAMBOA,Confirmado,55,0,0
aluno_0136702,1,07027,Berçário,Integral,ITANHANGA,Confirmado,0,0,0
aluno_0136703,1,09040,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0136703,1,10069,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0136704,1,0430807,Berçário,Integral,RAMOS,Cancelado na confirmacao,53,0,1
aluno_0136704,1,1120602,Berçário,Integral,RAMOS,Cancelado na confirmacao,53,0,1
aluno_0136704,1,0330601,Berçário,Integral,RAMOS,Cancelado na confirmacao,53,0,1
aluno_0136704,2,04044,Berçário,Integral,RAMOS,Cancelado na confirmacao,53,0,1
aluno_0136705,1,0625612,Berçário,Integral,ACARI,Cancelado pelo sistema,51,1,0
aluno_0136705,2,0625615,Berçário,Parcial,ACARI,Cancelado pelo sistema,51,1,0
aluno_0136705,3,0625611,Berçário,Integral,ACARI,Confirmado,51,1,0
aluno_0136706,1,0430801,Berçário,Integral,BONSUCESSO,Cancelado pelo sistema,53,1,0
aluno_0136706,2,0430807,Berçário,Integral,BONSUCESSO,Cancelado pelo sistema,53,1,0
aluno_0136706,3,0430805,Berçário,Integral,BONSUCESSO,Cancelado pelo sistema,53,1,0
aluno_0136706,4,04023,Berçário,Integral,BONSUCESSO,Confirmado,53,1,0
aluno_0136706,5,0430815,Berçário,Integral,BONSUCESSO,Cancelado pelo sistema,53,1,0
aluno_0136707,1,0817602,Berçário,Integral,CIDADE NOVA,Cancelado,10,0,0
aluno_0136707,2,0817607,Berçário,Parcial,CIDADE NOVA,Cancelado,10,0,0
aluno_0136707,3,0817612,Berçário,Parcial,CIDADE NOVA,Cancelado,10,0,0
aluno_0136707,4,0817603,Berçário,Integral,CIDADE NOVA,Cancelado,10,0,0
aluno_0136707,5,0817609,Berçário,Parcial,CIDADE NOVA,Cancelado,10,0,0
aluno_0136708,1,0833811,Berçário,Integral,REALENGO,Lista de espera,6,1,0
aluno_0136709,1,09012,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,59,1,0
aluno_0136709,1,0918802,Berçário,Parcial,CAMPO GRANDE,Confirmado,59,1,0
aluno_0136709,2,09004,Berçário,Integral,CAMPO GRANDE,Cancelado na confirmacao,59,1,0
aluno_0136709,3,09011,Berçário,Integral,CAMPO GRANDE,Cancelado na confirmacao,59,1,0
aluno_0136710,1,04001,Berçário,Integral,MARE,Confirmado,0,0,0
aluno_0136710,2,04035,Berçário,Integral,MARE,Cancelado pelo sistema,0,0,0
aluno_0136710,3,04049,Berçário,Integral,MARE,Cancelado na confirmacao,0,0,0
aluno_0136710,4,04012,Berçário,Integral,MARE,Cancelado na confirmacao,0,0,0
aluno_0136711,1,09009,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,53,1,0
aluno_0136711,2,09039,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,53,1,0
aluno_0136711,3,0918824,Berçário,Integral,CAMPO GRANDE,Confirmado,53,1,0
aluno_0136712,1,0204602,Berçário,Integral,FLAMENGO,Cancelado na confirmacao,2,0,0
aluno_0136712,2,02029,Berçário,Integral,FLAMENGO,Cancelado na confirmacao,2,0,0
aluno_0136712,3,02049,Berçário,Integral,FLAMENGO,Cancelado na confirmacao,2,0,0
aluno_0136712,4,0204601,Berçário,Integral,FLAMENGO,Cancelado na confirmacao,2,0,0
aluno_0136712,5,0204806,Berçário,Integral,FLAMENGO,Cancelado na confirmacao,2,0,0
aluno_0136713,1,07002,Berçário,Integral,VARGEM GRANDE,Cancelado pelo sistema,0,0,0
aluno_0136713,2,07015,Berçário,Integral,VARGEM GRANDE,Confirmado,0,0,0
aluno_0136715,1,0430807,Berçário,Integral,MARE,Confirmado,53,1,0
aluno_0136715,2,04012,Berçário,Integral,MARE,Cancelado pelo sistema,53,1,0
aluno_0136716,1,0716806,Berçário,Integral,TAQUARA,Confirmado,0,0,0
aluno_0136717,1,03027,Berçário,Integral,TODOS OS SANTOS,Confirmado,0,0,0
aluno_0136717,2,03025,Berçário,Integral,TODOS OS SANTOS,Cancelado pelo sistema,0,0,0
aluno_0136717,3,03014,Berçário,Integral,TODOS OS SANTOS,Cancelado pelo sistema,0,0,0
aluno_0136718,1,08017,Berçário,Integral,REALENGO,Cancelado pelo sistema,0,1,0
aluno_0136718,2,0833602,Berçário,Integral,REALENGO,Cancelado pelo sistema,0,1,0
aluno_0136718,3,0833807,Berçário,Integral,REALENGO,Confirmado,0,1,0
aluno_0136718,4,0833601,Berçário,Integral,REALENGO,Cancelado na confirmacao,0,1,0
aluno_0136718,5,08016,Berçário,Integral,REALENGO,Cancelado pelo sistema,0,1,0
aluno_0136719,1,0431602,Berçário,Integral,VIGARIO GERAL,Lista de espera,0,0,0
aluno_0136719,2,04040,Berçário,Integral,VIGARIO GERAL,Lista de espera,0,0,0
aluno_0136719,3,0431605,Berçário,Integral,VIGARIO GERAL,Lista de espera,0,0,0
aluno_0136720,1,0716614,Maternal I,Integral,CURICICA,Lista de espera,0,0,0
aluno_0136720,2,0716613,Maternal I,Integral,CURICICA,Lista de espera,0,0,0
aluno_0136720,3,0716807,Maternal I,Integral,CURICICA,Cancelado na confirmacao,0,0,0
aluno_0136720,4,0716820,Maternal I,Integral,CURICICA,Lista de espera,0,0,0
aluno_0136720,5,0716603,Maternal I,Integral,CURICICA,Lista de espera,0,0,0
aluno_0136721,1,0101801,Berçário,Parcial,IMPERIAL DE SAO CRISTOVAO,Confirmado,2,0,0
aluno_0136721,2,0101603,Berçário,Integral,IMPERIAL DE SAO CRISTOVAO,Cancelado pelo sistema,2,0,0
aluno_0136722,1,03037,Berçário,Integral,INHAUMA,Lista de espera,0,0,0
aluno_0136722,2,03014,Berçário,Integral,INHAUMA,Lista de espera,0,0,0
aluno_0136723,1,1019803,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0136724,1,0817603,Berçário,Integral,BANGU,Cancelado pelo sistema,0,1,0
aluno_0136724,2,0833808,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,1,0
aluno_0136724,3,08015,Berçário,Integral,BANGU,Confirmado,0,1,0
aluno_0136724,4,08009,Berçário,Integral,BANGU,Cancelado pelo sistema,0,1,0
aluno_0136724,5,0817617,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,1,0
aluno_0136725,1,0625611,Maternal I,Integral,ACARI,Cancelado pelo sistema,59,1,0
aluno_0136725,2,0625612,Maternal I,Integral,ACARI,Cancelado pelo sistema,59,1,0
aluno_0136725,3,0625615,Maternal I,Integral,ACARI,Cancelado pelo sistema,59,1,0
aluno_0136725,4,06006,Maternal I,Integral,ACARI,Cancelado pelo sistema,59,1,0
