aluno_anon,opcao,unidade,g,h,bairro_fam,situacao,pontos,irmao,pais_menor18
aluno_0000004,1,0716609,Berçário,Integral,JACAREPAGUA,Lista de espera,0,0,0
aluno_0000004,2,0716812,Berçário,Integral,JACAREPAGUA,Lista de espera,0,0,0
aluno_0000005,1,0724602,Berçário,Integral,ITANHANGA,Confirmado,4,1,0
aluno_0000006,1,08004,Berçário,Integral,BANGU,Lista de espera,53,1,0
aluno_0000006,2,0817602,Berçário,Integral,BANGU,Cancelado na confirmacao,53,1,0
aluno_0000006,3,0817612,Berçário,Parcial,BANGU,Cancelado na confirmacao,53,1,0
aluno_0000006,4,0817607,Berçário,Parcial,BANGU,Cancelado na confirmacao,53,1,0
aluno_0000008,1,0410808,Berçário,Integral,PENHA,Confirmado,53,1,0
aluno_0000008,2,0411601,Berçário,Integral,PENHA,Cancelado pelo sistema,53,1,0
aluno_0000008,3,04022,Berçário,Integral,PENHA,Cancelado pelo sistema,53,1,0
aluno_0000008,4,0411603,Berçário,Integral,PENHA,Cancelado pelo sistema,53,1,0
aluno_0000008,5,0411602,Berçário,Integral,PENHA,Cancelado pelo sistema,53,1,0
aluno_0000009,1,03007,Berçário,Integral,LINS DE VASCONCELOS,Confirmado,62,1,0
aluno_0000011,1,0410808,Berçário,Integral,PENHA,Confirmado,0,0,0
aluno_0000012,1,0330601,Berçário,Integral,INHAUMA,Cancelado pelo sistema,51,0,0
aluno_0000012,2,03019,Berçário,Integral,INHAUMA,Confirmado,51,0,0
aluno_0000013,1,0430815,Berçário,Integral,MARE,Lista de espera,55,0,0
aluno_0000013,2,0430602,Berçário,Integral,MARE,Lista de espera,55,0,0
aluno_0000014,1,06002,Berçário,Integral,BARROS FILHO,Confirmado,55,1,0
aluno_0000015,1,05006,Berçário,Integral,OSWALDO CRUZ,Cancelado pelo sistema,4,0,0
aluno_0000015,1,07038,Berçário,Integral,OSWALDO CRUZ,Confirmado,4,0,0
aluno_0000015,2,0515606,Berçário,Integral,OSWALDO CRUZ,Cancelado pelo sistema,4,0,0
aluno_0000015,3,0515611,Berçário,Integral,OSWALDO CRUZ,Cancelado pelo sistema,4,0,0
aluno_0000015,4,0515809,Berçário,Integral,OSWALDO CRUZ,Cancelado pelo sistema,4,0,0
aluno_0000016,1,04022,Berçário,Integral,PENHA,Lista de espera,0,0,0
aluno_0000017,1,0431605,Berçário,Integral,PAVUNA,Lista de espera,2,0,0
aluno_0000017,2,0431602,Berçário,Integral,PAVUNA,Lista de espera,2,0,0
aluno_0000017,3,04040,Berçário,Integral,PAVUNA,Lista de espera,2,0,0
aluno_0000018,1,03014,Berçário,Integral,INHAUMA,Lista de espera,53,1,0
aluno_0000018,2,03037,Berçário,Integral,INHAUMA,Lista de espera,53,1,0
aluno_0000018,3,03026,Berçário,Integral,INHAUMA,Lista de espera,53,1,0
aluno_0000019,1,04047,Berçário,Integral,RAMOS,Confirmado,7,0,0
aluno_0000020,1,0625604,Berçário,Integral,HONORIO GURGEL,Cancelado,0,0,0
aluno_0000020,1,0515801,Berçário,Integral,HONORIO GURGEL,Cancelado,0,0,0
aluno_0000020,2,06018,Berçário,Integral,HONORIO GURGEL,Cancelado,0,0,0
aluno_0000020,2,05001,Berçário,Integral,HONORIO GURGEL,Cancelado,0,0,0
aluno_0000020,3,05015,Berçário,Integral,HONORIO GURGEL,Cancelado,0,0,0
aluno_0000021,1,0625612,Berçário,Integral,ACARI,Lista de espera,51,0,0
aluno_0000021,2,0625611,Berçário,Integral,ACARI,Lista de espera,51,0,0
aluno_0000021,3,0625615,Berçário,Parcial,ACARI,Cancelado na confirmacao,51,0,0
aluno_0000022,1,10011,Berçário,Integral,SANTA CRUZ,Selecionado,4,0,0
aluno_0000023,1,0515808,Berçário,Integral,MADUREIRA,Cancelado pelo sistema,58,1,0
aluno_0000023,2,0515807,Berçário,Integral,MADUREIRA,Confirmado,58,1,0
aluno_0000024,1,04005,Berçário,Integral,BRAZ DE PINA,Confirmado,0,0,0
aluno_0000025,1,0515808,Berçário,Integral,MADUREIRA,Confirmado,57,1,0
aluno_0000026,1,07014,Berçário,Integral,CIDADE DE DEUS,Lista de espera,4,1,0
aluno_0000026,2,07013,Berçário,Integral,CIDADE DE DEUS,Lista de espera,4,1,0
aluno_0000026,3,0734802,Berçário,Integral,CIDADE DE DEUS,Cancelado na confirmacao,4,1,0
aluno_0000027,1,09044,Berçário,Integral,GUARATIBA,Cancelado,51,0,0
aluno_0000027,1,10084,Berçário,Integral,GUARATIBA,Cancelado na confirmacao,51,0,0
aluno_0000027,1,10084,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000027,2,09028,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000027,2,1026805,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000028,1,03025,Berçário,Integral,ENGENHEIRO LEAL,Cancelado na confirmacao,0,1,0
aluno_0000029,1,1019628,Berçário,Integral,SANTA CRUZ,Confirmado,61,1,0
aluno_0000030,1,0622804,Berçário,Integral,RICARDO DE ALBUQUERQUE,Confirmado,53,1,0
aluno_0000031,1,05006,Berçário,Integral,CAMPINHO,Confirmado,0,1,0
aluno_0000031,1,0716608,Berçário,Integral,CAMPINHO,Cancelado,0,1,0
aluno_0000031,2,0515606,Berçário,Integral,CAMPINHO,Cancelado na confirmacao,0,1,0
aluno_0000031,2,07040,Berçário,Integral,CAMPINHO,Cancelado,0,1,0
aluno_0000031,3,0716809,Berçário,Integral,CAMPINHO,Cancelado,0,1,0
aluno_0000032,1,0724801,Berçário,Integral,RECREIO DOS BANDEIRANTES,Lista de espera,0,0,0
aluno_0000033,1,03025,Berçário,Integral,ENCANTADO,Cancelado pelo sistema,0,0,0
aluno_0000033,2,03014,Berçário,Integral,ENCANTADO,Cancelado pelo sistema,0,0,0
aluno_0000033,3,03006,Berçário,Integral,ENCANTADO,Cancelado pelo sistema,0,0,0
aluno_0000033,4,03001,Berçário,Integral,ENCANTADO,Cancelado pelo sistema,0,0,0
aluno_0000033,5,0313603,Berçário,Integral,ENCANTADO,Confirmado,0,0,0
aluno_0000034,1,08007,Berçário,Integral,BANGU,Cancelado pelo sistema,0,1,0
aluno_0000034,2,08005,Berçário,Integral,BANGU,Cancelado pelo sistema,0,1,0
aluno_0000034,3,0817617,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,1,0
aluno_0000034,4,0817603,Berçário,Integral,BANGU,Confirmado,0,1,0
aluno_0000034,5,0833808,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,1,0
aluno_0000035,1,07040,Berçário,Integral,PRACA SECA,Confirmado,0,0,0
aluno_0000035,2,07038,Berçário,Integral,PRACA SECA,Cancelado pelo sistema,0,0,0
aluno_0000036,1,0312813,Berçário,Integral,ROCHA,Lista de espera,0,0,0
aluno_0000037,1,0817609,Berçário,Parcial,PADRE MIGUEL,Cancelado,53,1,0
aluno_0000037,2,08010,Berçário,Integral,PADRE MIGUEL,Cancelado,53,1,0
aluno_0000037,3,08021,Berçário,Integral,PADRE MIGUEL,Cancelado,53,1,0
aluno_0000037,4,0817804,Berçário,Integral,PADRE MIGUEL,Cancelado,53,1,0
aluno_0000037,5,0833806,Berçário,Parcial,PADRE MIGUEL,Cancelado,53,1,0
aluno_0000038,1,0313802,Berçário,Integral,PILARES,Confirmado,53,1,0
aluno_0000039,1,04024,Berçário,Integral,PENHA,Confirmado,4,0,0
aluno_0000039,2,04029,Berçário,Integral,PENHA,Cancelado pelo sistema,4,0,0
aluno_0000039,3,04022,Berçário,Integral,PENHA,Cancelado pelo sistema,4,0,0
aluno_0000040,1,0328602,Berçário,Integral,JACARE,Lista de espera,53,1,0
aluno_0000040,2,0328801,Berçário,Integral,JACARE,Cancelado,53,1,0
aluno_0000040,3,03025,Berçário,Integral,JACARE,Cancelado na confirmacao,53,1,0
aluno_0000040,4,03026,Berçário,Integral,JACARE,Lista de espera,53,1,0
aluno_0000041,1,0817801,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,0,0
aluno_0000041,2,0817807,Berçário,Parcial,BANGU,Confirmado,0,0,0
aluno_0000041,3,0817603,Berçário,Integral,BANGU,Cancelado pelo sistema,0,0,0
aluno_0000041,4,0817617,Berçário,Parcial,BANGU,Cancelado pelo sistema,0,0,0
aluno_0000042,1,0716822,Berçário,Integral,GARDENIA AZUL,Confirmado,0,1,0
aluno_0000042,2,0716818,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,0,1,0
aluno_0000042,3,0716808,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,0,1,0
aluno_0000042,4,0716819,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,0,1,0
aluno_0000042,5,07020,Berçário,Integral,GARDENIA AZUL,Cancelado pelo sistema,0,1,0
aluno_0000043,1,03037,Berçário,Integral,ENGENHO DA RAINHA,Confirmado,0,0,0
aluno_0000044,1,03037,Berçário,Integral,ENGENHO DA RAINHA,Cancelado pelo sistema,0,0,0
aluno_0000044,2,0312812,Berçário,Integral,ENGENHO DA RAINHA,Confirmado,0,0,0
aluno_0000045,1,02039,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,55,1,0
aluno_0000045,1,0102605,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,55,1,0
aluno_0000045,2,0102604,Berçário,Integral,SANTA TERESA,Confirmado,55,1,0
aluno_0000045,2,0204602,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,55,1,0
aluno_0000045,3,0206606,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,55,1,0
aluno_0000046,1,04024,Berçário,Integral,OLARIA,Confirmado,0,0,0
aluno_0000046,2,04029,Berçário,Integral,OLARIA,Cancelado pelo sistema,0,0,0
aluno_0000047,1,07015,Berçário,Integral,VARGEM GRANDE,Confirmado,53,1,0
aluno_0000048,1,05012,Berçário,Integral,IRAJA,Confirmado,53,1,0
aluno_0000048,1,04032,Berçário,Integral,IRAJA,Cancelado pelo sistema,53,1,0
aluno_0000048,2,04034,Berçário,Integral,IRAJA,Cancelado pelo sistema,53,1,0
aluno_0000049,1,0206602,Berçário,Integral,VIDIGAL,Cancelado pelo sistema,2,1,0
aluno_0000049,2,0206601,Berçário,Integral,VIDIGAL,Confirmado,2,1,0
aluno_0000049,3,0206605,Berçário,Integral,VIDIGAL,Cancelado pelo sistema,2,1,0
aluno_0000049,4,02004,Berçário,Integral,VIDIGAL,Cancelado pelo sistema,2,1,0
aluno_0000049,5,02003,Berçário,Integral,VIDIGAL,Cancelado pelo sistema,2,1,0
aluno_0000050,1,0625614,Berçário,Integral,PAVUNA,Cancelado pelo sistema,64,1,0
aluno_0000050,2,0625607,Berçário,Integral,PAVUNA,Cancelado pelo sistema,64,1,0
aluno_0000050,3,0625606,Berçário,Integral,PAVUNA,Cancelado na confirmacao,64,1,0
aluno_0000050,4,0625602,Berçário,Integral,PAVUNA,Cancelado pelo sistema,64,1,0
aluno_0000050,5,0625804,Berçário,Integral,PAVUNA,Confirmado,64,1,0
aluno_0000051,1,02010,Berçário,Integral,VILA ISABEL,Confirmado,53,1,0
aluno_0000051,2,0209607,Berçário,Integral,VILA ISABEL,Cancelado na confirmacao,53,1,0
aluno_0000051,3,0209601,Berçário,Integral,VILA ISABEL,Cancelado na confirmacao,53,1,0
aluno_0000051,4,02011,Berçário,Integral,VILA ISABEL,Cancelado pelo sistema,53,1,0
aluno_0000052,1,05006,Berçário,Integral,QUINTINO BOCAIUVA,Confirmado,0,0,0
aluno_0000052,1,0209601,Berçário,Integral,QUINTINO BOCAIUVA,Cancelado na confirmacao,0,0,0
aluno_0000053,1,0918801,Berçário,Parcial,COSMOS,Cancelado pelo sistema,2,1,0
aluno_0000053,1,10069,Berçário,Integral,COSMOS,Confirmado,2,1,0
aluno_0000053,2,1019612,Berçário,Integral,COSMOS,Cancelado pelo sistema,2,1,0
aluno_0000055,1,0716613,Berçário,Integral,BARRA DA TIJUCA,Cancelado pelo sistema,5,0,0
aluno_0000055,2,0716813,Berçário,Integral,BARRA DA TIJUCA,Cancelado pelo sistema,5,0,0
aluno_0000055,3,07034,Berçário,Integral,BARRA DA TIJUCA,Cancelado na confirmacao,5,0,0
aluno_0000055,4,0716614,Berçário,Integral,BARRA DA TIJUCA,Cancelado pelo sistema,5,0,0
aluno_0000055,5,0716603,Berçário,Integral,BARRA DA TIJUCA,Confirmado,5,0,0
aluno_0000056,1,02052,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000056,1,02052,Berçário,Integral,BOTAFOGO,Confirmado,0,0,0
aluno_0000056,2,02025,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000056,3,02049,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000056,4,02014,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000056,5,0206606,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000057,1,07041,Berçário,Integral,JACAREPAGUA,Confirmado,84,1,0
aluno_0000058,1,10062,Berçário,Integral,GUARATIBA,Confirmado,0,0,0
aluno_0000059,1,04038,Berçário,Integral,CORDOVIL,Confirmado,51,0,0
aluno_0000060,1,0817804,Berçário,Integral,BANGU,Lista de espera,53,0,0
aluno_0000060,1,0817609,Berçário,Parcial,BANGU,Cancelado na confirmacao,53,0,0
aluno_0000060,2,08007,Berçário,Integral,BANGU,Cancelado na confirmacao,53,0,0
aluno_0000061,1,05010,Berçário,Integral,IRAJA,Confirmado,51,1,0
aluno_0000061,2,0514602,Berçário,Integral,IRAJA,Cancelado pelo sistema,51,1,0
aluno_0000062,1,0716606,Berçário,Integral,CIDADE DE DEUS,Confirmado,56,1,0
aluno_0000062,2,0716812,Berçário,Integral,CIDADE DE DEUS,Cancelado pelo sistema,56,1,0
aluno_0000062,3,07014,Berçário,Integral,CIDADE DE DEUS,Cancelado pelo sistema,56,1,0
aluno_0000062,4,0716806,Berçário,Integral,CIDADE DE DEUS,Cancelado pelo sistema,56,1,0
aluno_0000063,1,10079,Berçário,Integral,SEPETIBA,Confirmado,0,0,0
aluno_0000064,1,05006,Berçário,Integral,VILA VALQUEIRE,Lista de espera,0,1,0
aluno_0000064,1,07038,Berçário,Integral,VILA VALQUEIRE,Lista de espera,0,1,0
aluno_0000064,2,0515604,Berçário,Integral,VILA VALQUEIRE,Cancelado na confirmacao,0,1,0
aluno_0000064,2,07040,Berçário,Integral,VILA VALQUEIRE,Lista de espera,0,1,0
aluno_0000064,3,07037,Berçário,Integral,VILA VALQUEIRE,Cancelado na confirmacao,0,1,0
aluno_0000065,1,0833802,Berçário,Parcial,REALENGO,Cancelado pelo sistema,51,1,0
aluno_0000065,2,08005,Berçário,Integral,REALENGO,Confirmado,51,1,0
aluno_0000066,1,02029,Berçário,Integral,BOTAFOGO,Confirmado,0,0,0
aluno_0000066,2,02025,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000066,3,0204602,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000066,4,02016,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000066,5,0204806,Berçário,Integral,BOTAFOGO,Cancelado pelo sistema,0,0,0
aluno_0000067,1,04022,Berçário,Integral,PENHA,Confirmado,57,0,0
aluno_0000068,1,0312502,Berçário,Integral,DEL CASTILHO,Confirmado,0,0,0
aluno_0000069,1,1019827,Berçário,Integral,SANTA CRUZ,Confirmado,53,1,0
aluno_0000069,2,10070,Berçário,Integral,SANTA CRUZ,Cancelado na confirmacao,53,1,0
aluno_0000071,1,0123603,Berçário,Integral,SANTA TERESA,Confirmado,53,1,0
aluno_0000071,1,0204602,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,53,1,0
aluno_0000071,2,0103807,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,53,1,0
aluno_0000071,3,0102605,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,53,1,0
aluno_0000071,4,0102604,Berçário,Integral,SANTA TERESA,Cancelado pelo sistema,53,1,0
aluno_0000073,1,0918803,Berçário,Integral,CAMPO GRANDE,Confirmado,53,1,0
aluno_0000073,2,0918617,Berçário,Parcial,CAMPO GRANDE,Cancelado pelo sistema,53,1,0
aluno_0000073,3,09032,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,53,1,0
aluno_0000073,4,0918621,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,53,1,0
aluno_0000073,5,09012,Berçário,Integral,CAMPO GRANDE,Cancelado pelo sistema,53,1,0
aluno_0000074,1,11009,Berçário,Integral,BANCARIOS,Lista de espera,59,1,0
aluno_0000074,1,1120804,Berçário,Integral,BANCARIOS,Cancelado na confirmacao,59,1,0
aluno_0000074,2,1120802,Berçário,Integral,BANCARIOS,Cancelado na confirmacao,59,1,0
aluno_0000074,3,11006,Berçário,Integral,BANCARIOS,Lista de espera,59,1,0
aluno_0000075,1,0515613,Berçário,Integral,CAVALCANTI,Confirmado,53,1,0
aluno_0000076,1,02053,Berçário,Integral,VIDIGAL,Confirmado,0,0,0
aluno_0000076,2,02046,Berçário,Integral,VIDIGAL,Cancelado pelo sistema,0,0,0
aluno_0000076,3,0206601,Berçário,Integral,VIDIGAL,Cancelado pelo sistema,0,0,0
aluno_0000077,1,07013,Berçário,Integral,CIDADE DE DEUS,Cancelado pelo sistema,55,1,0
aluno_0000077,2,0734802,Berçário,Integral,CIDADE DE DEUS,Confirmado,55,1,0
aluno_0000077,3,07014,Berçário,Integral,CIDADE DE DEUS,Cancelado pelo sistema,55,1,0
aluno_0000078,1,0716607,Berçário,Integral,PRACA SECA,Confirmado,53,1,0
aluno_0000081,1,0918826,Berçário,Integral,MEIER,Confirmado,0,1,0
aluno_0000081,1,03036,Berçário,Integral,MEIER,Cancelado pelo sistema,0,1,0
aluno_0000081,2,03014,Berçário,Integral,MEIER,Cancelado pelo sistema,0,1,0
aluno_0000081,3,03027,Berçário,Integral,MEIER,Cancelado na confirmacao,0,1,0
aluno_0000082,1,0625820,Berçário,Integral,PARQUE SAO NICOLAU,Confirmado,55,1,0
aluno_0000083,1,0716819,Berçário,Integral,GARDENIA AZUL,Confirmado,51,0,0
aluno_0000084,1,09035,Berçário,Integral,CAMPO GRANDE,Confirmado,0,1,0
aluno_0000085,1,03006,Berçário,Integral,ENGENHO DE DENTRO,Cancelado pelo sistema,0,0,0
aluno_0000085,2,03029,Berçário,Integral,ENGENHO DE DENTRO,Cancelado pelo sistema,0,0,0
aluno_0000085,3,0313608,Berçário,Integral,ENGENHO DE DENTRO,Confirmado,0,0,0
aluno_0000085,4,03001,Berçário,Integral,ENGENHO DE DENTRO,Cancelado pelo sistema,0,0,0
aluno_0000085,5,03013,Berçário,Integral,ENGENHO DE DENTRO,Cancelado na confirmacao,0,0,0
aluno_0000086,1,0918829,Berçário,Integral,CAMPO GRANDE,Confirmado,0,0,0
aluno_0000087,1,1019631,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,53,0,0
aluno_0000087,2,1019801,Berçário,Integral,SANTA CRUZ,Confirmado,53,0,0
aluno_0000088,1,0918613,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,0,0,0
aluno_0000088,2,09013,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,0,0,0
aluno_0000088,3,0918836,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,0,0,0
aluno_0000088,4,0918837,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,0,0,0
aluno_0000088,5,09017,Berçário,Integral,SANTISSIMO,Cancelado na confirmacao,0,0,0
aluno_0000089,1,11001,Berçário,Integral,PORTUGUESA,Lista de espera,51,0,0
aluno_0000089,2,1120603,Berçário,Integral,PORTUGUESA,Lista de espera,51,0,0
aluno_0000090,1,09022,Berçário,Integral,INHOAIBA,Cancelado na confirmacao,0,0,0
aluno_0000091,1,04050,Berçário,Integral,RAMOS,Confirmado,0,0,0
aluno_0000092,1,09010,Maternal I,Integral,CAMPO GRANDE,Confirmado,53,0,0
aluno_0000093,1,1019826,Berçário,Integral,SEPETIBA,Cancelado pelo sistema,57,1,0
aluno_0000093,2,10035,Berçário,Integral,SEPETIBA,Cancelado pelo sistema,57,1,0
aluno_0000093,3,10055,Berçário,Integral,SEPETIBA,Confirmado,57,1,0
aluno_0000093,4,10058,Berçário,Integral,SEPETIBA,Cancelado na confirmacao,57,1,0
aluno_0000093,5,10046,Berçário,Integral,SEPETIBA,Cancelado na confirmacao,57,1,0
aluno_0000094,1,10044,Berçário,Integral,SANTA CRUZ,Lista de espera,0,0,0
aluno_0000096,1,03025,Berçário,Integral,PILARES,Cancelado pelo sistema,0,0,0
aluno_0000096,2,03014,Berçário,Integral,PILARES,Confirmado,0,0,0
aluno_0000097,1,0312809,Berçário,Integral,INHAUMA,Confirmado,9,1,0
aluno_0000098,1,0817607,Berçário,Parcial,BANGU,Confirmado,51,0,0
aluno_0000099,1,10001,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0000099,2,10036,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0000100,1,10080,Berçário,Integral,GUARATIBA,Confirmado,53,1,0
aluno_0000100,1,1026802,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,53,1,0
aluno_0000100,2,1026810,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,53,1,0
aluno_0000100,3,1026806,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,53,1,0
aluno_0000100,4,10063,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,53,1,0
aluno_0000102,1,10072,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,0,0,0
aluno_0000102,2,10063,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,0,0,0
aluno_0000102,3,10051,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,0,0,0
aluno_0000102,4,10030,Berçário,Integral,GUARATIBA,Confirmado,0,0,0
aluno_0000102,5,10068,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,0,0,0
aluno_0000103,1,0817617,Berçário,Parcial,BANGU,Confirmado,53,1,0
aluno_0000104,1,0716822,Berçário,Integral,GARDENIA AZUL,Cancelado na confirmacao,0,0,0
aluno_0000104,2,0716818,Berçário,Integral,GARDENIA AZUL,Cancelado na confirmacao,0,0,0
aluno_0000104,3,0716808,Berçário,Integral,GARDENIA AZUL,Cancelado na confirmacao,0,0,0
aluno_0000104,4,0716819,Berçário,Integral,GARDENIA AZUL,Cancelado na confirmacao,0,0,0
aluno_0000104,5,07020,Berçário,Integral,GARDENIA AZUL,Lista de espera,0,0,0
aluno_0000105,1,0102601,Berçário,Integral,ESTACIO,Cancelado pelo sistema,4,0,0
aluno_0000105,2,0103805,Berçário,Integral,ESTACIO,Confirmado,4,0,0
aluno_0000106,1,10052,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000106,2,10073,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000106,3,1026807,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000106,4,1026802,Berçário,Integral,GUARATIBA,Confirmado,51,0,0
aluno_0000106,5,10084,Berçário,Integral,GUARATIBA,Cancelado pelo sistema,51,0,0
aluno_0000107,1,09032,Berçário,Integral,CAMPO GRANDE,Confirmado,51,0,0
aluno_0000108,1,1019614,Berçário,Integral,PACIENCIA,Lista de espera,0,0,0
aluno_0000110,1,04036,Berçário,Integral,PARADA DE LUCAS,Confirmado,53,1,0
aluno_0000111,1,11006,Berçário,Integral,COCOTA,Confirmado,4,0,0
aluno_0000111,2,11003,Berçário,Integral,COCOTA,Cancelado pelo sistema,4,0,0
aluno_0000111,3,1120602,Berçário,Integral,COCOTA,Cancelado pelo sistema,4,0,0
aluno_0000111,4,1120603,Berçário,Integral,COCOTA,Cancelado pelo sistema,4,0,0
aluno_0000112,1,02016,Berçário,Integral,JARDIM BOTANICO,Confirmado,53,1,0
aluno_0000113,1,0734802,Berçário,Integral,CIDADE DE DEUS,Lista de espera,2,0,0
aluno_0000113,2,07013,Berçário,Integral,CIDADE DE DEUS,Lista de espera,2,0,0
aluno_0000113,3,0716605,Berçário,Integral,CIDADE DE DEUS,Lista de espera,2,0,0
aluno_0000113,4,07014,Berçário,Integral,CIDADE DE DEUS,Lista de espera,2,0,0
aluno_0000114,1,04015,Berçário,Integral,MARE,Cancelado pelo sistema,0,0,0
aluno_0000114,2,0430810,Berçário,Integral,MARE,Cancelado pelo sistema,0,0,0
aluno_0000114,3,0430809,Berçário,Integral,MARE,Cancelado pelo sistema,0,0,0
aluno_0000114,4,0430815,Berçário,Integral,MARE,Cancelado pelo sistema,0,0,0
aluno_0000114,5,0430602,Berçário,Integral,MARE,Confirmado,0,0,0
aluno_0000115,1,0312601,Berçário,Integral,INHAUMA,Confirmado,0,0,0
aluno_0000116,1,0102601,Berçário,Integral,ESTACIO,Cancelado pelo sistema,0,0,0
aluno_0000116,2,0103805,Berçário,Integral,ESTACIO,Confirmado,0,0,0
aluno_0000116,3,0103605,Berçário,Integral,ESTACIO,Cancelado na confirmacao,0,0,0
aluno_0000119,1,0918834,Berçário,Integral,CAMPO GRANDE,Confirmado,2,1,0
aluno_0000120,1,0817815,Berçário,Parcial,BANGU,Confirmado,2,1,0
aluno_0000120,2,08009,Berçário,Integral,BANGU,Cancelado pelo sistema,2,1,0
aluno_0000120,3,0817619,Berçário,Parcial,BANGU,Cancelado pelo sistema,2,1,0
aluno_0000121,1,1120603,Berçário,Integral,TUBIACANGA,Cancelado pelo sistema,61,1,0
aluno_0000121,2,11001,Berçário,Integral,TUBIACANGA,Confirmado,61,1,0
aluno_0000121,3,1120602,Berçário,Integral,TUBIACANGA,Cancelado na confirmacao,61,1,0
aluno_0000122,1,10061,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0000122,2,1019827,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0000123,1,10046,Berçário,Integral,SEPETIBA,Cancelado na confirmacao,0,0,0
aluno_0000124,1,05009,Berçário,Integral,IRAJA,Lista de espera,53,0,0
aluno_0000125,1,10061,Berçário,Integral,SANTA CRUZ,Confirmado,0,0,0
aluno_0000125,2,1019827,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,0,0
aluno_0000126,1,0716806,Berçário,Integral,JACAREPAGUA,Confirmado,2,1,0
aluno_0000126,2,07003,Berçário,Integral,JACAREPAGUA,Cancelado pelo sistema,2,1,0
aluno_0000127,1,1019803,Berçário,Integral,SANTA CRUZ,Confirmado,0,1,0
aluno_0000127,2,10047,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,1,0
aluno_0000127,3,10024,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,1,0
aluno_0000128,1,03026,Berçário,Integral,HIGIENOPOLIS,Confirmado,0,0,0
aluno_0000128,2,03039,Berçário,Integral,HIGIENOPOLIS,Cancelado pelo sistema,0,0,0
aluno_0000129,1,05010,Berçário,Integral,COELHO NETO,Cancelado pelo sistema,0,0,0
aluno_0000129,1,0625615,Berçário,Parcial,COELHO NETO,Confirmado,0,0,0
aluno_0000130,1,1019803,Berçário,Integral,SANTA CRUZ,Confirmado,0,1,0
aluno_0000130,2,10047,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,1,0
aluno_0000130,3,10024,Berçário,Integral,SANTA CRUZ,Cancelado pelo sistema,0,1,0
aluno_0000131,1,1120603,Berçário,Integral,PORTUGUESA,Cancelado pelo sistema,2,0,0
