cep,ordem,esc_codigo,distancia_km,mesma_microarea
22723115,5,716001,0.960,false
22723115,6,716806,1.268,true
22723115,7,716612,1.323,false
22723115,8,716002,1.449,true
22723115,9,716043,1.722,true
22723115,10,716042,2.144,false
22723116,1,716610,0.421,false
22723116,2,7003,0.422,true
22723116,3,716211,0.499,true
22723116,4,716009,0.617,false
22723116,5,716001,0.960,false
22723116,6,716806,1.268,true
22723116,7,716612,1.323,false
22723116,8,716002,1.449,true
22723116,9,716043,1.722,true
22723116,10,716042,2.144,false
22723123,1,716610,0.421,false
22723123,2,7003,0.422,true
22723123,3,716211,0.499,true
22723123,4,716009,0.617,false
22723123,5,716001,0.960,false
22723123,6,716806,1.268,true
22723123,7,716612,1.323,false
22723123,8,716002,1.449,true
22723123,9,716043,1.722,true
22723123,10,716042,2.144,false
22723125,1,716610,0.421,false
22723125,2,7003,0.422,true
22723125,3,716211,0.499,true
22723125,4,716009,0.617,false
22723125,5,716001,0.960,false
22723125,6,716806,1.268,true
22723125,7,716612,1.323,false
22723125,8,716002,1.449,true
22723125,9,716043,1.722,true
22723125,10,716042,2.144,false
22723130,1,716610,0.421,false
22723130,2,7003,0.422,true
22723130,3,716211,0.499,true
22723130,4,716009,0.617,false
22723130,5,716001,0.960,false
22723130,6,716806,1.268,true
22723130,7,716612,1.323,false
22723130,8,716002,1.449,true
22723130,9,716043,1.722,true
22723130,10,716042,2.144,false
22723140,1,716610,0.421,false
22723140,2,7003,0.422,true
22723140,3,716211,0.499,true
22723140,4,716009,0.617,false
22723140,5,716001,0.960,false
22723140,6,716806,1.268,true
22723140,7,716612,1.323,false
22723140,8,716002,1.449,true
22723140,9,716043,1.722,true
22723140,10,716042,2.144,false
22723150,1,716610,0.421,false
22723150,2,7003,0.422,true
22723150,3,716211,0.499,true
22723150,4,716009,0.617,false
22723150,5,716001,0.960,false
22723150,6,716806,1.268,true
22723150,7,716612,1.323,false
22723150,8,716002,1.449,true
22723150,9,716043,1.722,true
22723150,10,716042,2.144,false
22723155,1,716610,0.421,false
22723155,2,7003,0.422,true
22723155,3,716211,0.499,true
22723155,4,716009,0.617,false
22723155,5,716001,0.960,false
22723155,6,716806,1.268,true
22723155,7,716612,1.323,false
22723155,8,716002,1.449,true
22723155,9,716043,1.722,true
22723155,10,716042,2.144,false
22723165,1,716610,0.421,false
22723165,2,7003,0.422,true
22723165,3,716211,0.499,true
22723165,4,716009,0.617,false
22723165,5,716001,0.960,false
22723165,6,716806,1.268,true
22723165,7,716612,1.323,false
22723165,8,716002,1.449,true
22723165,9,716043,1.722,true
22723165,10,716042,2.144,false
22723170,1,716610,0.421,false
22723170,2,7003,0.422,true
22723170,3,716211,0.499,true
22723170,4,716009,0.617,false
22723170,5,716001,0.960,false
22723170,6,716806,1.268,true
22723170,7,716612,1.323,false
22723170,8,716002,1.449,true
22723170,9,716043,1.722,true
22723170,10,716042,2.144,false
22723173,1,716610,0.421,false
22723173,2,7003,0.422,true
22723173,3,716211,0.499,true
22723173,4,716009,0.617,false
22723173,5,716001,0.960,false
22723173,6,716806,1.268,true
22723173,7,716612,1.323,false
22723173,8,716002,1.449,true
22723173,9,716043,1.722,true
22723173,10,716042,2.144,false
22723175,1,716610,0.421,false
22723175,2,7003,0.422,true
22723175,3,716211,0.499,true
22723175,4,716009,0.617,false
22723175,5,716001,0.960,false
22723175,6,716806,1.268,true
22723175,7,716612,1.323,false
22723175,8,716002,1.449,true
22723175,9,716043,1.722,true
22723175,10,716042,2.144,false
22723180,1,716610,0.421,false
22723180,2,7003,0.422,true
22723180,3,716211,0.499,true
22723180,4,716009,0.617,false
22723180,5,716001,0.960,false
22723180,6,716806,1.268,true
22723180,7,716612,1.323,false
22723180,8,716002,1.449,true
22723180,9,716043,1.722,true
22723180,10,716042,2.144,false
22723190,1,716610,0.421,false
22723190,2,7003,0.422,true
22723190,3,716211,0.499,true
22723190,4,716009,0.617,false
22723190,5,716001,0.960,false
22723190,6,716806,1.268,true
22723190,7,716612,1.323,false
22723190,8,716002,1.449,true
22723190,9,716043,1.722,true
22723190,10,716042,2.144,false
22723195,1,716612,0.083,false
22723195,2,716002,0.083,true
22723195,3,716806,0.386,true
22723195,4,716001,0.651,false
22723195,5,716610,1.196,false
22723195,6,716009,1.475,false
22723195,7,7003,1.607,true
22723195,8,716211,1.884,true
22723195,9,833807,2.384,false
22723195,10,833815,2.491,false
22723196,1,716610,0.421,false
22723196,2,7003,0.422,true
22723196,3,716211,0.499,true
22723196,4,716009,0.617,false
22723196,5,716001,0.960,false
22723196,6,716806,1.268,true
22723196,7,716612,1.323,false
22723196,8,716002,1.449,true
22723196,9,716043,1.722,true
22723196,10,716042,2.144,false
22723200,1,716610,0.421,false
22723200,2,7003,0.422,true
22723200,3,716211,0.499,true
22723200,4,716009,0.617,false
22723200,5,716001,0.960,false
22723200,6,716806,1.268,true
22723200,7,716612,1.323,false
22723200,8,716002,1.449,true
22723200,9,716043,1.722,true
22723200,10,716042,2.144,false
22723205,1,716806,0.000,true
22723205,2,716002,0.372,true
22723205,3,716612,0.416,false
22723205,4,716001,0.826,false
22723205,5,716610,1.200,false
22723205,6,7003,1.396,true
22723205,7,716009,1.520,false
22723205,8,716211,1.757,true
22723205,9,833807,2.032,false
22723205,10,833815,2.140,false
22723206,1,716610,0.421,false
22723206,2,7003,0.422,true
22723206,3,716211,0.499,true
22723206,4,716009,0.617,false
22723206,5,716001,0.960,false
22723206,6,716806,1.268,true
22723206,7,716612,1.323,false
22723206,8,716002,1.449,true
22723206,9,716043,1.722,true
22723206,10,716042,2.144,false
22723207,1,716610,0.421,false
22723207,2,7003,0.422,true
22723207,3,716211,0.499,true
22723207,4,716009,0.617,false
22723207,5,716001,0.960,false
22723207,6,716806,1.268,true
22723207,7,716612,1.323,false
22723207,8,716002,1.449,true
22723207,9,716043,1.722,true
22723207,10,716042,2.144,false
22723210,1,716610,0.421,false
22723210,2,7003,0.422,true
22723210,3,716211,0.499,true
22723210,4,716009,0.617,false
22723210,5,716001,0.960,false
22723210,6,716806,1.268,true
22723210,7,716612,1.323,false
22723210,8,716002,1.449,true
22723210,9,716043,1.722,true
22723210,10,716042,2.144,false
22723216,1,716610,0.421,false
22723216,2,7003,0.422,true
22723216,3,716211,0.499,true
22723216,4,716009,0.617,false
22723216,5,716001,0.960,false
22723216,6,716806,1.268,true
22723216,7,716612,1.323,false
22723216,8,716002,1.449,true
22723216,9,716043,1.722,true
22723216,10,716042,2.144,false
22723218,1,716610,0.421,false
22723218,2,7003,0.422,true
22723218,3,716211,0.499,true
22723218,4,716009,0.617,false
22723218,5,716001,0.960,false
22723218,6,716806,1.268,true
22723218,7,716612,1.323,false
22723218,8,716002,1.449,true
22723218,9,716043,1.722,true
22723218,10,716042,2.144,false
22723220,1,716610,0.421,false
22723220,2,7003,0.422,true
22723220,3,716211,0.499,true
22723220,4,716009,0.617,false
22723220,5,716001,0.960,false
22723220,6,716806,1.268,true
22723220,7,716612,1.323,false
22723220,8,716002,1.449,true
22723220,9,716043,1.722,true
22723220,10,716042,2.144,false
22723225,1,716610,0.421,false
22723225,2,7003,0.422,true
22723225,3,716211,0.499,true
22723225,4,716009,0.617,false
22723225,5,716001,0.960,false
22723225,6,716806,1.268,true
22723225,7,716612,1.323,false
22723225,8,716002,1.449,true
22723225,9,716043,1.722,true
22723225,10,716042,2.144,false
22723230,1,716610,0.421,false
22723230,2,7003,0.422,true
22723230,3,716211,0.499,true
22723230,4,716009,0.617,false
22723230,5,716001,0.960,false
22723230,6,716806,1.268,true
22723230,7,716612,1.323,false
22723230,8,716002,1.449,true
22723230,9,716043,1.722,true
22723230,10,716042,2.144,false
22723240,1,716610,0.421,false
22723240,2,7003,0.422,true
22723240,3,716211,0.499,true
22723240,4,716009,0.617,false
22723240,5,716001,0.960,false
22723240,6,716806,1.268,true
22723240,7,716612,1.323,false
22723240,8,716002,1.449,true
22723240,9,716043,1.722,true
22723240,10,716042,2.144,false
22723255,1,716610,0.421,false
22723255,2,7003,0.422,true
22723255,3,716211,0.499,true
22723255,4,716009,0.617,false
22723255,5,716001,0.960,false
22723255,6,716806,1.268,true
22723255,7,716612,1.323,false
22723255,8,716002,1.449,true
22723255,9,716043,1.722,true
22723255,10,716042,2.144,false
22723260,1,716009,0.000,true
22723260,2,716610,0.334,true
22723260,3,716211,0.810,false
22723260,4,716001,0.855,true
22723260,5,7003,1.023,false
22723260,6,716612,1.395,true
22723260,7,716806,1.520,false
22723260,8,716002,1.555,false
22723260,9,7047,1.941,false
22723260,10,716004,1.965,true
22723270,1,716610,0.421,false
22723270,2,7003,0.422,true
22723270,3,716211,0.499,true
22723270,4,716009,0.617,false
22723270,5,716001,0.960,false
22723270,6,716806,1.268,true
22723270,7,716612,1.323,false
22723270,8,716002,1.449,true
22723270,9,716043,1.722,true
22723270,10,716042,2.144,false
22723280,1,716610,0.421,false
22723280,2,7003,0.422,true
22723280,3,716211,0.499,true
22723280,4,716009,0.617,false
22723280,5,716001,0.960,false
22723280,6,716806,1.268,true
22723280,7,716612,1.323,false
22723280,8,716002,1.449,true
22723280,9,716043,1.722,true
22723280,10,716042,2.144,false
22723295,1,716610,0.421,false
22723295,2,7003,0.422,true
22723295,3,716211,0.499,true
22723295,4,716009,0.617,false
22723295,5,716001,0.960,false
22723295,6,716806,1.268,true
22723295,7,716612,1.323,false
22723295,8,716002,1.449,true
22723295,9,716043,1.722,true
22723295,10,716042,2.144,false
22723315,1,716610,0.421,false
22723315,2,7003,0.422,true
22723315,3,716211,0.499,true
22723315,4,716009,0.617,false
22723315,5,716001,0.960,false
22723315,6,716806,1.268,true
22723315,7,716612,1.323,false
22723315,8,716002,1.449,true
22723315,9,716043,1.722,true
22723315,10,716042,2.144,false
22723320,1,716610,0.421,false
22723320,2,7003,0.422,true
22723320,3,716211,0.499,true
22723320,4,716009,0.617,false
22723320,5,716001,0.960,false
22723320,6,716806,1.268,true
22723320,7,716612,1.323,false
22723320,8,716002,1.449,true
22723320,9,716043,1.722,true
22723320,10,716042,2.144,false
22723350,1,716610,0.421,false
22723350,2,7003,0.422,true
22723350,3,716211,0.499,true
22723350,4,716009,0.617,false
22723350,5,716001,0.960,false
22723350,6,716806,1.268,true
22723350,7,716612,1.323,false
22723350,8,716002,1.449,true
22723350,9,716043,1.722,true
22723350,10,716042,2.144,false
22723391,1,716610,0.421,false
22723391,2,7003,0.422,true
22723391,3,716211,0.499,true
22723391,4,716009,0.617,false
22723391,5,716001,0.960,false
22723391,6,716806,1.268,true
22723391,7,716612,1.323,false
22723391,8,716002,1.449,true
22723391,9,716043,1.722,true
22723391,10,716042,2.144,false
22723392,1,716610,0.421,false
22723392,2,7003,0.422,true
22723392,3,716211,0.499,true
22723392,4,716009,0.617,false
22723392,5,716001,0.960,false
22723392,6,716806,1.268,true
22723392,7,716612,1.323,false
22723392,8,716002,1.449,true
22723392,9,716043,1.722,true
22723392,10,716042,2.144,false
22723393,1,716610,0.421,false
22723393,2,7003,0.422,true
22723393,3,716211,0.499,true
22723393,4,716009,0.617,false
22723393,5,716001,0.960,false
22723393,6,716806,1.268,true
22723393,7,716612,1.323,false
22723393,8,716002,1.449,true
22723393,9,716043,1.722,true
22723393,10,716042,2.144,false
22723395,1,716610,0.421,false
22723395,2,7003,0.422,true
22723395,3,716211,0.499,true
22723395,4,716009,0.617,false
22723395,5,716001,0.960,false
22723395,6,716806,1.268,true
22723395,7,716612,1.323,false
22723395,8,716002,1.449,true
22723395,9,716043,1.722,true
22723395,10,716042,2.144,false
22723397,1,716610,0.421,false
22723397,2,7003,0.422,true
22723397,3,716211,0.499,true
22723397,4,716009,0.617,false
22723397,5,716001,0.960,false
22723397,6,716806,1.268,true
22723397,7,716612,1.323,false
22723397,8,716002,1.449,true
22723397,9,716043,1.722,true
22723397,10,716042,2.144,false
22723410,1,716610,0.421,false
22723410,2,7003,0.422,true
22723410,3,716211,0.499,true
22723410,4,716009,0.617,false
22723410,5,716001,0.960,false
22723410,6,716806,1.268,true
22723410,7,716612,1.323,false
22723410,8,716002,1.449,true
22723410,9,716043,1.722,true
22723410,10,716042,2.144,false
22723420,1,716610,0.421,false
22723420,2,7003,0.422,true
22723420,3,716211,0.499,true
22723420,4,716009,0.617,false
22723420,5,716001,0.960,false
22723420,6,716806,1.268,true
22723420,7,716612,1.323,false
22723420,8,716002,1.449,true
22723420,9,716043,1.722,true
22723420,10,716042,2.144,false
22723425,1,716610,0.421,false
22723425,2,7003,0.422,true
22723425,3,716211,0.499,true
22723425,4,716009,0.617,false
22723425,5,716001,0.960,false
22723425,6,716806,1.268,true
22723425,7,716612,1.323,false
22723425,8,716002,1.449,true
22723425,9,716043,1.722,true
22723425,10,716042,2.144,false
22723426,1,716610,0.421,false
22723426,2,7003,0.422,true
22723426,3,716211,0.499,true
22723426,4,716009,0.617,false
22723426,5,716001,0.960,false
22723426,6,716806,1.268,true
22723426,7,716612,1.323,false
22723426,8,716002,1.449,true
22723426,9,716043,1.722,true
22723426,10,716042,2.144,false
22723427,1,716610,0.421,false
22723427,2,7003,0.422,true
22723427,3,716211,0.499,true
22723427,4,716009,0.617,false
22723427,5,716001,0.960,false
22723427,6,716806,1.268,true
22723427,7,716612,1.323,false
22723427,8,716002,1.449,true
22723427,9,716043,1.722,true
22723427,10,716042,2.144,false
22723430,1,716610,0.421,false
22723430,2,7003,0.422,true
22723430,3,716211,0.499,true
22723430,4,716009,0.617,false
22723430,5,716001,0.960,false
22723430,6,716806,1.268,true
22723430,7,716612,1.323,false
22723430,8,716002,1.449,true
22723430,9,716043,1.722,true
22723430,10,716042,2.144,false
22723445,1,716610,0.421,false
22723445,2,7003,0.422,true
22723445,3,716211,0.499,true
22723445,4,716009,0.617,false
22723445,5,716001,0.960,false
22723445,6,716806,1.268,true
22723445,7,716612,1.323,false
22723445,8,716002,1.449,true
22723445,9,716043,1.722,true
22723445,10,716042,2.144,false
22723455,1,716610,0.421,false
22723455,2,7003,0.422,true
22723455,3,716211,0.499,true
22723455,4,716009,0.617,false
22723455,5,716001,0.960,false
22723455,6,716806,1.268,true
22723455,7,716612,1.323,false
22723455,8,716002,1.449,true
22723455,9,716043,1.722,true
22723455,10,716042,2.144,false
22723475,1,716610,0.421,false
22723475,2,7003,0.422,true
22723475,3,716211,0.499,true
22723475,4,716009,0.617,false
22723475,5,716001,0.960,false
22723475,6,716806,1.268,true
22723475,7,716612,1.323,false
22723475,8,716002,1.449,true
22723475,9,716043,1.722,true
22723475,10,716042,2.144,false
22723485,1,716610,0.421,false
22723485,2,7003,0.422,true
22723485,3,716211,0.499,true
22723485,4,716009,0.617,false
22723485,5,716001,0.960,false
22723485,6,716806,1.268,true
22723485,7,716612,1.323,false
22723485,8,716002,1.449,true
22723485,9,716043,1.722,true
22723485,10,716042,2.144,false
22723497,1,716001,0.000,true
22723497,2,716612,0.568,true
22723497,3,716610,0.635,true
22723497,4,716002,0.734,false
22723497,5,716806,0.826,false
22723497,6,716009,0.855,true
22723497,7,7003,1.309,false
22723497,8,716211,1.425,false
22723497,9,716043,2.673,false
22723497,10,716004,2.745,true
22723498,1,716610,0.421,false
22723498,2,7003,0.422,true
22723498,3,716211,0.499,true
22723498,4,716009,0.617,false
22723498,5,716001,0.960,false
22723498,6,716806,1.268,true
22723498,7,716612,1.323,false
22723498,8,716002,1.449,true
22723498,9,716043,1.722,true
22723498,10,716042,2.144,false
22723500,1,716610,0.421,false
22723500,2,7003,0.422,true
22723500,3,716211,0.499,true
22723500,4,716009,0.617,false
22723500,5,716001,0.960,false
22723500,6,716806,1.268,true
22723500,7,716612,1.323,false
22723500,8,716002,1.449,true
22723500,9,716043,1.722,true
22723500,10,716042,2.144,false
22723510,1,716610,0.421,false
22723510,2,7003,0.422,true
22723510,3,716211,0.499,true
22723510,4,716009,0.617,false
22723510,5,716001,0.960,false
22723510,6,716806,1.268,true
22723510,7,716612,1.323,false
22723510,8,716002,1.449,true
22723510,9,716043,1.722,true
22723510,10,716042,2.144,false
22723520,1,716610,0.421,false
22723520,2,7003,0.422,true
22723520,3,716211,0.499,true
22723520,4,716009,0.617,false
22723520,5,716001,0.960,false
22723520,6,716806,1.268,true
22723520,7,716612,1.323,false
22723520,8,716002,1.449,true
22723520,9,716043,1.722,true
22723520,10,716042,2.144,false
22723525,1,716610,0.421,false
22723525,2,7003,0.422,true
22723525,3,716211,0.499,true
22723525,4,716009,0.617,false
22723525,5,716001,0.960,false
22723525,6,716806,1.268,true
22723525,7,716612,1.323,false
22723525,8,716002,1.449,true
22723525,9,716043,1.722,true
22723525,10,716042,2.144,false
22723530,1,716610,0.421,false
22723530,2,7003,0.422,true
22723530,3,716211,0.499,true
22723530,4,716009,0.617,false
22723530,5,716001,0.960,false
22723530,6,716806,1.268,true
22723530,7,716612,1.323,false
22723530,8,716002,1.449,true
22723530,9,716043,1.722,true
22723530,10,716042,2.144,false
22723535,1,716610,0.421,false
22723535,2,7003,0.422,true
22723535,3,716211,0.499,true
22723535,4,716009,0.617,false
22723535,5,716001,0.960,false
22723535,6,716806,1.268,true
22723535,7,716612,1.323,false
22723535,8,716002,1.449,true
22723535,9,716043,1.722,true
22723535,10,716042,2.144,false
22723545,1,716043,0.000,true
22723545,2,716042,0.777,false
22723545,3,716045,0.811,false
22723545,4,716052,1.157,true
22723545,5,716211,1.251,true
22723545,6,7003,1.492,true
22723545,7,716040,1.603,false
22723545,8,716038,1.663,false
22723545,9,716207,1.726,false
22723545,10,7047,1.959,false
22723550,1,716610,0.421,false
22723550,2,7003,0.422,true
22723550,3,716211,0.499,true
22723550,4,716009,0.617,false
22723550,5,716001,0.960,false
22723550,6,716806,1.268,true
22723550,7,716612,1.323,false
22723550,8,716002,1.449,true
22723550,9,716043,1.722,true
22723550,10,716042,2.144,false
22723560,1,716610,0.421,false
22723560,2,7003,0.422,true
22723560,3,716211,0.499,true
22723560,4,716009,0.617,false
22723560,5,716001,0.960,false
22723560,6,716806,1.268,true
22723560,7,716612,1.323,false
22723560,8,716002,1.449,true
22723560,9,716043,1.722,true
22723560,10,716042,2.144,false
22723565,1,716610,0.421,false
22723565,2,7003,0.422,true
22723565,3,716211,0.499,true
22723565,4,716009,0.617,false
22723565,5,716001,0.960,false
22723565,6,716806,1.268,true
22723565,7,716612,1.323,false
22723565,8,716002,1.449,true
22723565,9,716043,1.722,true
22723565,10,716042,2.144,false
22723570,1,716610,0.421,false
22723570,2,7003,0.422,true
22723570,3,716211,0.499,true
22723570,4,716009,0.617,false
22723570,5,716001,0.960,false
22723570,6,716806,1.268,true
22723570,7,716612,1.323,false
22723570,8,716002,1.449,true
22723570,9,716043,1.722,true
22723570,10,716042,2.144,false
22723575,1,716610,0.421,false
22723575,2,7003,0.422,true
22723575,3,716211,0.499,true
22723575,4,716009,0.617,false
22723575,5,716001,0.960,false
22723575,6,716806,1.268,true
22723575,7,716612,1.323,false
22723575,8,716002,1.449,true
22723575,9,716043,1.722,true
22723575,10,716042,2.144,false
22723600,1,716610,0.421,false
22723600,2,7003,0.422,true
22723600,3,716211,0.499,true
22723600,4,716009,0.617,false
22723600,5,716001,0.960,false
22723600,6,716806,1.268,true
22723600,7,716612,1.323,false
22723600,8,716002,1.449,true
22723600,9,716043,1.722,true
22723600,10,716042,2.144,false
22723605,1,716610,0.421,false
22723605,2,7003,0.422,true
22723605,3,716211,0.499,true
22723605,4,716009,0.617,false
22723605,5,716001,0.960,false
22723605,6,716806,1.268,true
22723605,7,716612,1.323,false
22723605,8,716002,1.449,true
22723605,9,716043,1.722,true
22723605,10,716042,2.144,false
22723610,1,716610,0.421,false
22723610,2,7003,0.422,true
22723610,3,716211,0.499,true
22723610,4,716009,0.617,false
22723610,5,716001,0.960,false
22723610,6,716806,1.268,true
22723610,7,716612,1.323,false
22723610,8,716002,1.449,true
22723610,9,716043,1.722,true
22723610,10,716042,2.144,false
22723620,1,716610,0.421,false
22723620,2,7003,0.422,true
22723620,3,716211,0.499,true
22723620,4,716009,0.617,false
22723620,5,716001,0.960,false
22723620,6,716806,1.268,true
22723620,7,716612,1.323,false
22723620,8,716002,1.449,true
22723620,9,716043,1.722,true
22723620,10,716042,2.144,false
22723625,1,716052,0.000,true
22723625,2,716042,0.778,false
22723625,3,716045,0.795,false
22723625,4,716055,0.854,false
22723625,5,716056,0.883,false
22723625,6,7041,0.937,false
22723625,7,716602,0.994,false
22723625,8,716043,1.157,true
22723625,9,716040,1.242,false
22723625,10,716038,1.281,false
22723630,1,716610,0.421,false
22723630,2,7003,0.422,true
22723630,3,716211,0.499,true
22723630,4,716009,0.617,false
22723630,5,716001,0.960,false
22723630,6,716806,1.268,true
22723630,7,716612,1.323,false
22723630,8,716002,1.449,true
22723630,9,716043,1.722,true
22723630,10,716042,2.144,false
22723635,1,716610,0.421,false
22723635,2,7003,0.422,true
22723635,3,716211,0.499,true
22723635,4,716009,0.617,false
22723635,5,716001,0.960,false
22723635,6,716806,1.268,true
22723635,7,716612,1.323,false
22723635,8,716002,1.449,true
22723635,9,716043,1.722,true
22723635,10,716042,2.144,false
22723640,1,716610,0.421,false
22723640,2,7003,0.422,true
22723640,3,716211,0.499,true
22723640,4,716009,0.617,false
22723640,5,716001,0.960,false
22723640,6,716806,1.268,true
22723640,7,716612,1.323,false
22723640,8,716002,1.449,true
22723640,9,716043,1.722,true
22723640,10,716042,2.144,false
22723645,1,716610,0.421,false
22723645,2,7003,0.422,true
22723645,3,716211,0.499,true
22723645,4,716009,0.617,false
22723645,5,716001,0.960,false
22723645,6,716806,1.268,true
22723645,7,716612,1.323,false
22723645,8,716002,1.449,true
22723645,9,716043,1.722,true
22723645,10,716042,2.144,false
22723650,1,716610,0.421,false
22723650,2,7003,0.422,true
22723650,3,716211,0.499,true
22723650,4,716009,0.617,false
22723650,5,716001,0.960,false
22723650,6,716806,1.268,true
22723650,7,716612,1.323,false
22723650,8,716002,1.449,true
22723650,9,716043,1.722,true
22723650,10,716042,2.144,false
22723670,1,716610,0.421,false
22723670,2,7003,0.422,true
22723670,3,716211,0.499,true
22723670,4,716009,0.617,false
22723670,5,716001,0.960,false
22723670,6,716806,1.268,true
22723670,7,716612,1.323,false
22723670,8,716002,1.449,true
22723670,9,716043,1.722,true
22723670,10,716042,2.144,false
22723690,1,716610,0.421,false
22723690,2,7003,0.422,true
22723690,3,716211,0.499,true
22723690,4,716009,0.617,false
22723690,5,716001,0.960,false
22723690,6,716806,1.268,true
22723690,7,716612,1.323,false
22723690,8,716002,1.449,true
22723690,9,716043,1.722,true
22723690,10,716042,2.144,false
22723720,1,716610,0.421,false
22723720,2,7003,0.422,true
22723720,3,716211,0.499,true
22723720,4,716009,0.617,false
22723720,5,716001,0.960,false
22723720,6,716806,1.268,true
22723720,7,716612,1.323,false
22723720,8,716002,1.449,true
22723720,9,716043,1.722,true
22723720,10,716042,2.144,false
22723730,1,716610,0.421,false
22723730,2,7003,0.422,true
22723730,3,716211,0.499,true
22723730,4,716009,0.617,false
22723730,5,716001,0.960,false
22723730,6,716806,1.268,true
22723730,7,716612,1.323,false
22723730,8,716002,1.449,true
22723730,9,716043,1.722,true
22723730,10,716042,2.144,false
22723740,1,716610,0.421,false
22723740,2,7003,0.422,true
22723740,3,716211,0.499,true
22723740,4,716009,0.617,false
22723740,5,716001,0.960,false
22723740,6,716806,1.268,true
22723740,7,716612,1.323,false
22723740,8,716002,1.449,true
22723740,9,716043,1.722,true
22723740,10,716042,2.144,false
22723750,1,716610,0.421,false
22723750,2,7003,0.422,true
22723750,3,716211,0.499,true
22723750,4,716009,0.617,false
22723750,5,716001,0.960,false
22723750,6,716806,1.268,true
22723750,7,716612,1.323,false
22723750,8,716002,1.449,true
22723750,9,716043,1.722,true
22723750,10,716042,2.144,false
22723770,1,716610,0.421,false
22723770,2,7003,0.422,true
22723770,3,716211,0.499,true
22723770,4,716009,0.617,false
22723770,5,716001,0.960,false
22723770,6,716806,1.268,true
22723770,7,716612,1.323,false
22723770,8,716002,1.449,true
22723770,9,716043,1.722,true
22723770,10,716042,2.144,false
22723780,1,716610,0.421,false
22723780,2,7003,0.422,true
22723780,3,716211,0.499,true
22723780,4,716009,0.617,false
22723780,5,716001,0.960,false
22723780,6,716806,1.268,true
22723780,7,716612,1.323,false
22723780,8,716002,1.449,true
22723780,9,716043,1.722,true
22723780,10,716042,2.144,false
22723790,1,716610,0.421,false
22723790,2,7003,0.422,true
22723790,3,716211,0.499,true
22723790,4,716009,0.617,false
22723790,5,716001,0.960,false
22723790,6,716806,1.268,true
22723790,7,716612,1.323,false
22723790,8,716002,1.449,true
22723790,9,716043,1.722,true
22723790,10,716042,2.144,false
22723800,1,716610,0.421,false
22723800,2,7003,0.422,true
22723800,3,716211,0.499,true
22723800,4,716009,0.617,false
22723800,5,716001,0.960,false
22723800,6,716806,1.268,true
22723800,7,716612,1.323,false
22723800,8,716002,1.449,true
22723800,9,716043,1.722,true
22723800,10,716042,2.144,false
22723805,1,716610,0.421,false
22723805,2,7003,0.422,true
22723805,3,716211,0.499,true
22723805,4,716009,0.617,false
22723805,5,716001,0.960,false
22723805,6,716806,1.268,true
22723805,7,716612,1.323,false
22723805,8,716002,1.449,true
22723805,9,716043,1.722,true
22723805,10,716042,2.144,false
22723810,1,716610,0.421,false
22723810,2,7003,0.422,true
22723810,3,716211,0.499,true
22723810,4,716009,0.617,false
22723810,5,716001,0.960,false
22723810,6,716806,1.268,true
22723810,7,716612,1.323,false
22723810,8,716002,1.449,true
22723810,9,716043,1.722,true
22723810,10,716042,2.144,false
22723820,1,716610,0.421,false
22723820,2,7003,0.422,true
22723820,3,716211,0.499,true
22723820,4,716009,0.617,false
22723820,5,716001,0.960,false
22723820,6,716806,1.268,true
22723820,7,716612,1.323,false
22723820,8,716002,1.449,true
22723820,9,716043,1.722,true
22723820,10,716042,2.144,false
22723840,1,716610,0.421,false
22723840,2,7003,0.422,true
22723840,3,716211,0.499,true
22723840,4,716009,0.617,false
22723840,5,716001,0.960,false
22723840,6,716806,1.268,true
22723840,7,716612,1.323,false
22723840,8,716002,1.449,true
22723840,9,716043,1.722,true
22723840,10,716042,2.144,false
22725000,1,716056,0.101,true
22725000,2,716055,0.138,true
22725000,3,716602,0.238,true
22725000,4,7041,0.561,true
22725000,5,7018,0.765,true
22725000,6,716052,0.897,false
22725000,7,716051,0.957,true
22725000,8,716041,1.119,true
22725000,9,716044,1.163,true
22725000,10,716057,1.392,false
22725001,1,716056,0.101,true
22725001,2,716055,0.138,true
22725001,3,716602,0.238,true
22725001,4,7041,0.561,true
22725001,5,7018,0.765,true
22725001,6,716052,0.897,false
22725001,7,716051,0.957,true
22725001,8,716041,1.119,true
22725001,9,716044,1.163,true
22725001,10,716057,1.392,false
22725010,1,716056,0.101,true
22725010,2,716055,0.138,true
22725010,3,716602,0.238,true
22725010,4,7041,0.561,true
22725010,5,7018,0.765,true
22725010,6,716052,0.897,false
22725010,7,716051,0.957,true
22725010,8,716041,1.119,true
22725010,9,716044,1.163,true
22725010,10,716057,1.392,false
22725020,1,716056,0.101,true
22725020,2,716055,0.138,true
22725020,3,716602,0.238,true
22725020,4,7041,0.561,true
22725020,5,7018,0.765,true
22725020,6,716052,0.897,false
22725020,7,716051,0.957,true
22725020,8,716041,1.119,true
22725020,9,716044,1.163,true
22725020,10,716057,1.392,false
22725030,1,716056,0.101,true
22725030,2,716055,0.138,true
22725030,3,716602,0.238,true
22725030,4,7041,0.561,true
22725030,5,7018,0.765,true
22725030,6,716052,0.897,false
22725030,7,716051,0.957,true
22725030,8,716041,1.119,true
22725030,9,716044,1.163,true
22725030,10,716057,1.392,false
22725031,1,716056,0.101,true
22725031,2,716055,0.138,true
22725031,3,716602,0.238,true
22725031,4,7041,0.561,true
22725031,5,7018,0.765,true
