cep,ordem,esc_codigo,distancia_km,mesma_microarea
21051410,3,312021,0.284,true
21051410,4,312020,0.522,false
21051410,5,312018,0.605,false
21051410,6,312503,0.674,false
21051410,7,312002,0.694,false
21051410,8,312005,0.715,false
21051410,9,312037,0.721,false
21051410,10,312501,0.726,false
21051440,1,312025,0.110,true
21051440,2,312017,0.146,true
21051440,3,312021,0.284,true
21051440,4,312020,0.522,false
21051440,5,312018,0.605,false
21051440,6,312503,0.674,false
21051440,7,312002,0.694,false
21051440,8,312005,0.715,false
21051440,9,312037,0.721,false
21051440,10,312501,0.726,false
21051450,1,312025,0.110,true
21051450,2,312017,0.146,true
21051450,3,312021,0.284,true
21051450,4,312020,0.522,false
21051450,5,312018,0.605,false
21051450,6,312503,0.674,false
21051450,7,312002,0.694,false
21051450,8,312005,0.715,false
21051450,9,312037,0.721,false
21051450,10,312501,0.726,false
21051460,1,312025,0.110,true
21051460,2,312017,0.146,true
21051460,3,312021,0.284,true
21051460,4,312020,0.522,false
21051460,5,312018,0.605,false
21051460,6,312503,0.674,false
21051460,7,312002,0.694,false
21051460,8,312005,0.715,false
21051460,9,312037,0.721,false
21051460,10,312501,0.726,false
21051470,1,312005,0.019,true
21051470,2,312006,0.019,true
21051470,3,312003,0.398,true
21051470,4,312002,0.412,true
21051470,5,3039,0.584,true
21051470,6,312017,0.610,false
21051470,7,3036,0.787,true
21051470,8,312025,0.797,false
21051470,9,312001,0.868,true
21051470,10,410803,0.875,true
21051480,1,312025,0.110,true
21051480,2,312017,0.146,true
21051480,3,312021,0.284,true
21051480,4,312020,0.522,false
21051480,5,312018,0.605,false
21051480,6,312503,0.674,false
21051480,7,312002,0.694,false
21051480,8,312005,0.715,false
21051480,9,312037,0.721,false
21051480,10,312501,0.726,false
21051500,1,312025,0.110,true
21051500,2,312017,0.146,true
21051500,3,312021,0.284,true
21051500,4,312020,0.522,false
21051500,5,312018,0.605,false
21051500,6,312503,0.674,false
21051500,7,312002,0.694,false
21051500,8,312005,0.715,false
21051500,9,312037,0.721,false
21051500,10,312501,0.726,false
21051510,1,312025,0.110,true
21051510,2,312017,0.146,true
21051510,3,312021,0.284,true
21051510,4,312020,0.522,false
21051510,5,312018,0.605,false
21051510,6,312503,0.674,false
21051510,7,312002,0.694,false
21051510,8,312005,0.715,false
21051510,9,312037,0.721,false
21051510,10,312501,0.726,false
21051530,1,312025,0.110,true
21051530,2,312017,0.146,true
21051530,3,312021,0.284,true
21051530,4,312020,0.522,false
21051530,5,312018,0.605,false
21051530,6,312503,0.674,false
21051530,7,312002,0.694,false
21051530,8,312005,0.715,false
21051530,9,312037,0.721,false
21051530,10,312501,0.726,false
21051545,1,312025,0.110,true
21051545,2,312017,0.146,true
21051545,3,312021,0.284,true
21051545,4,312020,0.522,false
21051545,5,312018,0.605,false
21051545,6,312503,0.674,false
21051545,7,312002,0.694,false
21051545,8,312005,0.715,false
21051545,9,312037,0.721,false
21051545,10,312501,0.726,false
21051900,1,312025,0.110,true
21051900,2,312017,0.146,true
21051900,3,312021,0.284,true
21051900,4,312020,0.522,false
21051900,5,312018,0.605,false
21051900,6,312503,0.674,false
21051900,7,312002,0.694,false
21051900,8,312005,0.715,false
21051900,9,312037,0.721,false
21051900,10,312501,0.726,false
21051901,1,312025,0.110,true
21051901,2,312017,0.146,true
21051901,3,312021,0.284,true
21051901,4,312020,0.522,false
21051901,5,312018,0.605,false
21051901,6,312503,0.674,false
21051901,7,312002,0.694,false
21051901,8,312005,0.715,false
21051901,9,312037,0.721,false
21051901,10,312501,0.726,false
21052005,1,410006,0.292,false
21052005,2,410005,0.379,false
21052005,3,410008,0.441,false
21052005,4,410805,0.454,true
21052005,5,410007,0.466,false
21052005,6,410015,0.499,true
21052005,7,4029,0.534,true
21052005,8,410018,0.612,false
21052005,9,4030,0.612,false
21052005,10,410011,0.738,false
21052510,1,410006,0.292,false
21052510,2,410005,0.379,false
21052510,3,410008,0.441,false
21052510,4,410805,0.454,true
21052510,5,410007,0.466,false
21052510,6,410015,0.499,true
21052510,7,4029,0.534,true
21052510,8,410018,0.612,false
21052510,9,4030,0.612,false
21052510,10,410011,0.738,false
21056630,1,410006,0.292,false
21056630,2,410005,0.379,false
21056630,3,410008,0.441,false
21056630,4,410805,0.454,true
21056630,5,410007,0.466,false
21056630,6,410015,0.499,true
21056630,7,4029,0.534,true
21056630,8,410018,0.612,false
21056630,9,4030,0.612,false
21056630,10,410011,0.738,false
21057900,1,410006,0.292,false
21057900,2,410005,0.379,false
21057900,3,410008,0.441,false
21057900,4,410805,0.454,true
21057900,5,410007,0.466,false
21057900,6,410015,0.499,true
21057900,7,4029,0.534,true
21057900,8,410018,0.612,false
21057900,9,4030,0.612,false
21057900,10,410011,0.738,false
21060000,1,4030,0.176,true
21060000,2,4006,0.235,true
21060000,3,410005,0.279,true
21060000,4,410007,0.342,true
21060000,5,410006,0.370,true
21060000,6,410008,0.373,true
21060000,7,3016,0.455,true
21060000,8,4044,0.510,false
21060000,9,410013,0.655,false
21060000,10,3019,0.667,false
21060004,1,4030,0.176,true
21060004,2,4006,0.235,true
21060004,3,410005,0.279,true
21060004,4,410007,0.342,true
21060004,5,410006,0.370,true
21060004,6,410008,0.373,true
21060004,7,3016,0.455,true
21060004,8,4044,0.510,false
21060004,9,410013,0.655,false
21060004,10,3019,0.667,false
21060005,1,4030,0.176,true
21060005,2,4006,0.235,true
21060005,3,410005,0.279,true
21060005,4,410007,0.342,true
21060005,5,410006,0.370,true
21060005,6,410008,0.373,true
21060005,7,3016,0.455,true
21060005,8,4044,0.510,false
21060005,9,410013,0.655,false
21060005,10,3019,0.667,false
21060010,1,4030,0.176,true
21060010,2,4006,0.235,true
21060010,3,410005,0.279,true
21060010,4,410007,0.342,true
21060010,5,410006,0.370,true
21060010,6,410008,0.373,true
21060010,7,3016,0.455,true
21060010,8,4044,0.510,false
21060010,9,410013,0.655,false
21060010,10,3019,0.667,false
21060020,1,4030,0.176,true
21060020,2,4006,0.235,true
21060020,3,410005,0.279,true
21060020,4,410007,0.342,true
21060020,5,410006,0.370,true
21060020,6,410008,0.373,true
21060020,7,3016,0.455,true
21060020,8,4044,0.510,false
21060020,9,410013,0.655,false
21060020,10,3019,0.667,false
21060024,1,4030,0.176,true
21060024,2,4006,0.235,true
21060024,3,410005,0.279,true
21060024,4,410007,0.342,true
21060024,5,410006,0.370,true
21060024,6,410008,0.373,true
21060024,7,3016,0.455,true
21060024,8,4044,0.510,false
21060024,9,410013,0.655,false
21060024,10,3019,0.667,false
21060050,1,4030,0.176,true
21060050,2,4006,0.235,true
21060050,3,410005,0.279,true
21060050,4,410007,0.342,true
21060050,5,410006,0.370,true
21060050,6,410008,0.373,true
21060050,7,3016,0.455,true
21060050,8,4044,0.510,false
21060050,9,410013,0.655,false
21060050,10,3019,0.667,false
21060060,1,4030,0.176,true
21060060,2,4006,0.235,true
21060060,3,410005,0.279,true
21060060,4,410007,0.342,true
21060060,5,410006,0.370,true
21060060,6,410008,0.373,true
21060060,7,3016,0.455,true
21060060,8,4044,0.510,false
21060060,9,410013,0.655,false
21060060,10,3019,0.667,false
21060070,1,4030,0.176,true
21060070,2,4006,0.235,true
21060070,3,410005,0.279,true
21060070,4,410007,0.342,true
21060070,5,410006,0.370,true
21060070,6,410008,0.373,true
21060070,7,3016,0.455,true
21060070,8,4044,0.510,false
21060070,9,410013,0.655,false
21060070,10,3019,0.667,false
21060080,1,4030,0.176,true
21060080,2,4006,0.235,true
21060080,3,410005,0.279,true
21060080,4,410007,0.342,true
21060080,5,410006,0.370,true
21060080,6,410008,0.373,true
21060080,7,3016,0.455,true
21060080,8,4044,0.510,false
21060080,9,410013,0.655,false
21060080,10,3019,0.667,false
21060090,1,4030,0.126,true
21060090,2,410005,0.126,true
21060090,3,410006,0.202,true
21060090,4,4006,0.318,true
21060090,5,410007,0.335,true
21060090,6,410008,0.353,true
21060090,7,4044,0.506,false
21060090,8,410013,0.570,false
21060090,9,3016,0.647,true
21060090,10,410202,0.670,false
21060100,1,4030,0.176,true
21060100,2,4006,0.235,true
21060100,3,410005,0.279,true
21060100,4,410007,0.342,true
21060100,5,410006,0.370,true
21060100,6,410008,0.373,true
21060100,7,3016,0.455,true
21060100,8,4044,0.510,false
21060100,9,410013,0.655,false
21060100,10,3019,0.667,false
21060110,1,4030,0.176,true
21060110,2,4006,0.235,true
21060110,3,410005,0.279,true
21060110,4,410007,0.342,true
21060110,5,410006,0.370,true
21060110,6,410008,0.373,true
21060110,7,3016,0.455,true
21060110,8,4044,0.510,false
21060110,9,410013,0.655,false
21060110,10,3019,0.667,false
21060120,1,410008,0.098,true
21060120,2,410007,0.102,true
21060120,3,410005,0.170,true
21060120,4,410006,0.197,true
21060120,5,4030,0.386,true
21060120,6,4029,0.442,false
21060120,7,4006,0.548,true
21060120,8,3009,0.588,false
21060120,9,3019,0.591,false
21060120,10,3016,0.657,true
21060130,1,4030,0.176,true
21060130,2,4006,0.235,true
21060130,3,410005,0.279,true
21060130,4,410007,0.342,true
21060130,5,410006,0.370,true
21060130,6,410008,0.373,true
21060130,7,3016,0.455,true
21060130,8,4044,0.510,false
21060130,9,410013,0.655,false
21060130,10,3019,0.667,false
21060140,1,4030,0.176,true
21060140,2,4006,0.235,true
21060140,3,410005,0.279,true
21060140,4,410007,0.342,true
21060140,5,410006,0.370,true
21060140,6,410008,0.373,true
21060140,7,3016,0.455,true
21060140,8,4044,0.510,false
21060140,9,410013,0.655,false
21060140,10,3019,0.667,false
21060150,1,4030,0.176,true
21060150,2,4006,0.235,true
21060150,3,410005,0.279,true
21060150,4,410007,0.342,true
21060150,5,410006,0.370,true
21060150,6,410008,0.373,true
21060150,7,3016,0.455,true
21060150,8,4044,0.510,false
21060150,9,410013,0.655,false
21060150,10,3019,0.667,false
21060160,1,4030,0.176,true
21060160,2,4006,0.235,true
21060160,3,410005,0.279,true
21060160,4,410007,0.342,true
21060160,5,410006,0.370,true
21060160,6,410008,0.373,true
21060160,7,3016,0.455,true
21060160,8,4044,0.510,false
21060160,9,410013,0.655,false
21060160,10,3019,0.667,false
21060170,1,4030,0.176,true
21060170,2,4006,0.235,true
21060170,3,410005,0.279,true
21060170,4,410007,0.342,true
21060170,5,410006,0.370,true
21060170,6,410008,0.373,true
21060170,7,3016,0.455,true
21060170,8,4044,0.510,false
21060170,9,410013,0.655,false
21060170,10,3019,0.667,false
21060180,1,4030,0.176,true
21060180,2,4006,0.235,true
21060180,3,410005,0.279,true
21060180,4,410007,0.342,true
21060180,5,410006,0.370,true
21060180,6,410008,0.373,true
21060180,7,3016,0.455,true
21060180,8,4044,0.510,false
21060180,9,410013,0.655,false
21060180,10,3019,0.667,false
21060190,1,4030,0.176,true
21060190,2,4006,0.235,true
21060190,3,410005,0.279,true
21060190,4,410007,0.342,true
21060190,5,410006,0.370,true
21060190,6,410008,0.373,true
21060190,7,3016,0.455,true
21060190,8,4044,0.510,false
21060190,9,410013,0.655,false
21060190,10,3019,0.667,false
21060210,1,4030,0.176,true
21060210,2,4006,0.235,true
21060210,3,410005,0.279,true
21060210,4,410007,0.342,true
21060210,5,410006,0.370,true
21060210,6,410008,0.373,true
21060210,7,3016,0.455,true
21060210,8,4044,0.510,false
21060210,9,410013,0.655,false
21060210,10,3019,0.667,false
21060220,1,4030,0.176,true
21060220,2,4006,0.235,true
21060220,3,410005,0.279,true
21060220,4,410007,0.342,true
21060220,5,410006,0.370,true
21060220,6,410008,0.373,true
21060220,7,3016,0.455,true
21060220,8,4044,0.510,false
21060220,9,410013,0.655,false
21060220,10,3019,0.667,false
21060230,1,4030,0.176,true
21060230,2,4006,0.235,true
21060230,3,410005,0.279,true
21060230,4,410007,0.342,true
21060230,5,410006,0.370,true
21060230,6,410008,0.373,true
21060230,7,3016,0.455,true
21060230,8,4044,0.510,false
21060230,9,410013,0.655,false
21060230,10,3019,0.667,false
21060240,1,4030,0.176,true
21060240,2,4006,0.235,true
21060240,3,410005,0.279,true
21060240,4,410007,0.342,true
21060240,5,410006,0.370,true
21060240,6,410008,0.373,true
21060240,7,3016,0.455,true
21060240,8,4044,0.510,false
21060240,9,410013,0.655,false
21060240,10,3019,0.667,false
21060260,1,4030,0.176,true
21060260,2,4006,0.235,true
21060260,3,410005,0.279,true
21060260,4,410007,0.342,true
21060260,5,410006,0.370,true
21060260,6,410008,0.373,true
21060260,7,3016,0.455,true
21060260,8,4044,0.510,false
21060260,9,410013,0.655,false
21060260,10,3019,0.667,false
21060270,1,4030,0.176,true
21060270,2,4006,0.235,true
21060270,3,410005,0.279,true
21060270,4,410007,0.342,true
21060270,5,410006,0.370,true
21060270,6,410008,0.373,true
21060270,7,3016,0.455,true
21060270,8,4044,0.510,false
21060270,9,410013,0.655,false
21060270,10,3019,0.667,false
21060280,1,4030,0.176,true
21060280,2,4006,0.235,true
21060280,3,410005,0.279,true
21060280,4,410007,0.342,true
21060280,5,410006,0.370,true
21060280,6,410008,0.373,true
21060280,7,3016,0.455,true
21060280,8,4044,0.510,false
21060280,9,410013,0.655,false
21060280,10,3019,0.667,false
21060290,1,4030,0.176,true
21060290,2,4006,0.235,true
21060290,3,410005,0.279,true
21060290,4,410007,0.342,true
21060290,5,410006,0.370,true
21060290,6,410008,0.373,true
21060290,7,3016,0.455,true
21060290,8,4044,0.510,false
21060290,9,410013,0.655,false
21060290,10,3019,0.667,false
21060300,1,4030,0.176,true
21060300,2,4006,0.235,true
21060300,3,410005,0.279,true
21060300,4,410007,0.342,true
21060300,5,410006,0.370,true
21060300,6,410008,0.373,true
21060300,7,3016,0.455,true
21060300,8,4044,0.510,false
21060300,9,410013,0.655,false
21060300,10,3019,0.667,false
21060320,1,4030,0.176,true
21060320,2,4006,0.235,true
21060320,3,410005,0.279,true
21060320,4,410007,0.342,true
21060320,5,410006,0.370,true
21060320,6,410008,0.373,true
21060320,7,3016,0.455,true
21060320,8,4044,0.510,false
21060320,9,410013,0.655,false
21060320,10,3019,0.667,false
21060340,1,4030,0.176,true
21060340,2,4006,0.235,true
21060340,3,410005,0.279,true
21060340,4,410007,0.342,true
21060340,5,410006,0.370,true
21060340,6,410008,0.373,true
21060340,7,3016,0.455,true
21060340,8,4044,0.510,false
21060340,9,410013,0.655,false
21060340,10,3019,0.667,false
21060350,1,4030,0.176,true
21060350,2,4006,0.235,true
21060350,3,410005,0.279,true
21060350,4,410007,0.342,true
21060350,5,410006,0.370,true
21060350,6,410008,0.373,true
21060350,7,3016,0.455,true
21060350,8,4044,0.510,false
21060350,9,410013,0.655,false
21060350,10,3019,0.667,false
21060360,1,4030,0.176,true
21060360,2,4006,0.235,true
21060360,3,410005,0.279,true
21060360,4,410007,0.342,true
21060360,5,410006,0.370,true
21060360,6,410008,0.373,true
21060360,7,3016,0.455,true
21060360,8,4044,0.510,false
21060360,9,410013,0.655,false
21060360,10,3019,0.667,false
21060370,1,4030,0.176,true
21060370,2,4006,0.235,true
21060370,3,410005,0.279,true
21060370,4,410007,0.342,true
21060370,5,410006,0.370,true
21060370,6,410008,0.373,true
21060370,7,3016,0.455,true
21060370,8,4044,0.510,false
21060370,9,410013,0.655,false
21060370,10,3019,0.667,false
21060380,1,4030,0.176,true
21060380,2,4006,0.235,true
21060380,3,410005,0.279,true
21060380,4,410007,0.342,true
21060380,5,410006,0.370,true
21060380,6,410008,0.373,true
21060380,7,3016,0.455,true
21060380,8,4044,0.510,false
21060380,9,410013,0.655,false
21060380,10,3019,0.667,false
21060390,1,4030,0.176,true
21060390,2,4006,0.235,true
21060390,3,410005,0.279,true
21060390,4,410007,0.342,true
21060390,5,410006,0.370,true
21060390,6,410008,0.373,true
21060390,7,3016,0.455,true
21060390,8,4044,0.510,false
21060390,9,410013,0.655,false
21060390,10,3019,0.667,false
21060400,1,4030,0.176,true
21060400,2,4006,0.235,true
21060400,3,410005,0.279,true
21060400,4,410007,0.342,true
21060400,5,410006,0.370,true
21060400,6,410008,0.373,true
21060400,7,3016,0.455,true
21060400,8,4044,0.510,false
21060400,9,410013,0.655,false
21060400,10,3019,0.667,false
21060410,1,4006,0.000,true
21060410,2,4030,0.198,true
21060410,3,4044,0.293,false
21060410,4,410005,0.442,true
21060410,5,410013,0.494,false
21060410,6,410006,0.520,true
21060410,7,410004,0.524,false
21060410,8,3016,0.544,true
21060410,9,410007,0.573,true
21060410,10,410008,0.602,true
21060415,1,4030,0.176,true
21060415,2,4006,0.235,true
21060415,3,410005,0.279,true
21060415,4,410007,0.342,true
21060415,5,410006,0.370,true
21060415,6,410008,0.373,true
21060415,7,3016,0.455,true
21060415,8,4044,0.510,false
21060415,9,410013,0.655,false
21060415,10,3019,0.667,false
21060420,1,4030,0.176,true
21060420,2,4006,0.235,true
21060420,3,410005,0.279,true
21060420,4,410007,0.342,true
21060420,5,410006,0.370,true
21060420,6,410008,0.373,true
21060420,7,3016,0.455,true
21060420,8,4044,0.510,false
21060420,9,410013,0.655,false
21060420,10,3019,0.667,false
21060424,1,4030,0.176,true
21060424,2,4006,0.235,true
21060424,3,410005,0.279,true
21060424,4,410007,0.342,true
21060424,5,410006,0.370,true
21060424,6,410008,0.373,true
21060424,7,3016,0.455,true
21060424,8,4044,0.510,false
21060424,9,410013,0.655,false
21060424,10,3019,0.667,false
21060425,1,4020,0.000,true
21060425,2,410003,0.481,false
21060425,3,410004,0.577,false
21060425,4,4044,0.655,false
21060425,5,4006,0.675,true
21060425,6,3039,0.756,false
21060425,7,3016,0.802,true
21060425,8,4015,0.859,false
21060425,9,4030,0.873,true
21060425,10,410013,0.894,false
21060430,1,4030,0.176,true
21060430,2,4006,0.235,true
21060430,3,410005,0.279,true
21060430,4,410007,0.342,true
21060430,5,410006,0.370,true
21060430,6,410008,0.373,true
21060430,7,3016,0.455,true
21060430,8,4044,0.510,false
21060430,9,410013,0.655,false
21060430,10,3019,0.667,false
21060435,1,4030,0.176,true
21060435,2,4006,0.235,true
21060435,3,410005,0.279,true
21060435,4,410007,0.342,true
21060435,5,410006,0.370,true
21060435,6,410008,0.373,true
21060435,7,3016,0.455,true
21060435,8,4044,0.510,false
21060435,9,410013,0.655,false
21060435,10,3019,0.667,false
21060450,1,4030,0.176,true
21060450,2,4006,0.235,true
21060450,3,410005,0.279,true
21060450,4,410007,0.342,true
21060450,5,410006,0.370,true
21060450,6,410008,0.373,true
21060450,7,3016,0.455,true
21060450,8,4044,0.510,false
21060450,9,410013,0.655,false
21060450,10,3019,0.667,false
21060460,1,4030,0.176,true
21060460,2,4006,0.235,true
21060460,3,410005,0.279,true
21060460,4,410007,0.342,true
21060460,5,410006,0.370,true
21060460,6,410008,0.373,true
21060460,7,3016,0.455,true
21060460,8,4044,0.510,false
21060460,9,410013,0.655,false
21060460,10,3019,0.667,false
21060470,1,4030,0.176,true
21060470,2,4006,0.235,true
21060470,3,410005,0.279,true
21060470,4,410007,0.342,true
21060470,5,410006,0.370,true
21060470,6,410008,0.373,true
21060470,7,3016,0.455,true
21060470,8,4044,0.510,false
21060470,9,410013,0.655,false
21060470,10,3019,0.667,false
21060480,1,4030,0.176,true
21060480,2,4006,0.235,true
21060480,3,410005,0.279,true
21060480,4,410007,0.342,true
21060480,5,410006,0.370,true
21060480,6,410008,0.373,true
21060480,7,3016,0.455,true
21060480,8,4044,0.510,false
21060480,9,410013,0.655,false
21060480,10,3019,0.667,false
21060490,1,4030,0.176,true
21060490,2,4006,0.235,true
21060490,3,410005,0.279,true
21060490,4,410007,0.342,true
21060490,5,410006,0.370,true
21060490,6,410008,0.373,true
21060490,7,3016,0.455,true
21060490,8,4044,0.510,false
21060490,9,410013,0.655,false
21060490,10,3019,0.667,false
21060500,1,4030,0.176,true
21060500,2,4006,0.235,true
21060500,3,410005,0.279,true
21060500,4,410007,0.342,true
21060500,5,410006,0.370,true
21060500,6,410008,0.373,true
21060500,7,3016,0.455,true
21060500,8,4044,0.510,false
21060500,9,410013,0.655,false
21060500,10,3019,0.667,false
21060505,1,4030,0.176,true
21060505,2,4006,0.235,true
21060505,3,410005,0.279,true
21060505,4,410007,0.342,true
21060505,5,410006,0.370,true
21060505,6,410008,0.373,true
21060505,7,3016,0.455,true
21060505,8,4044,0.510,false
21060505,9,410013,0.655,false
21060505,10,3019,0.667,false
21060510,1,4030,0.176,true
21060510,2,4006,0.235,true
21060510,3,410005,0.279,true
21060510,4,410007,0.342,true
21060510,5,410006,0.370,true
21060510,6,410008,0.373,true
21060510,7,3016,0.455,true
21060510,8,4044,0.510,false
21060510,9,410013,0.655,false
21060510,10,3019,0.667,false
21060520,1,4030,0.176,true
21060520,2,4006,0.235,true
21060520,3,410005,0.279,true
21060520,4,410007,0.342,true
21060520,5,410006,0.370,true
21060520,6,410008,0.373,true
21060520,7,3016,0.455,true
21060520,8,4044,0.510,false
21060520,9,410013,0.655,false
21060520,10,3019,0.667,false
21060530,1,4030,0.176,true
21060530,2,4006,0.235,true
21060530,3,410005,0.279,true
21060530,4,410007,0.342,true
21060530,5,410006,0.370,true
21060530,6,410008,0.373,true
21060530,7,3016,0.455,true
21060530,8,4044,0.510,false
21060530,9,410013,0.655,false
21060530,10,3019,0.667,false
21060540,1,4030,0.176,true
21060540,2,4006,0.235,true
21060540,3,410005,0.279,true
21060540,4,410007,0.342,true
21060540,5,410006,0.370,true
21060540,6,410008,0.373,true
21060540,7,3016,0.455,true
21060540,8,4044,0.510,false
21060540,9,410013,0.655,false
21060540,10,3019,0.667,false
21060550,1,4030,0.176,true
21060550,2,4006,0.235,true
21060550,3,410005,0.279,true
21060550,4,410007,0.342,true
21060550,5,410006,0.370,true
21060550,6,410008,0.373,true
21060550,7,3016,0.455,true
21060550,8,4044,0.510,false
21060550,9,410013,0.655,false
21060550,10,3019,0.667,false
21060560,1,4030,0.176,true
21060560,2,4006,0.235,true
21060560,3,410005,0.279,true
21060560,4,410007,0.342,true
21060560,5,410006,0.370,true
21060560,6,410008,0.373,true
21060560,7,3016,0.455,true
21060560,8,4044,0.510,false
21060560,9,410013,0.655,false
21060560,10,3019,0.667,false
21060570,1,4030,0.176,true
21060570,2,4006,0.235,true
21060570,3,410005,0.279,true
21060570,4,410007,0.342,true
21060570,5,410006,0.370,true
21060570,6,410008,0.373,true
21060570,7,3016,0.455,true
21060570,8,4044,0.510,false
21060570,9,410013,0.655,false
21060570,10,3019,0.667,false
21060580,1,4030,0.176,true
21060580,2,4006,0.235,true
21060580,3,410005,0.279,true
21060580,4,410007,0.342,true
21060580,5,410006,0.370,true
21060580,6,410008,0.373,true
21060580,7,3016,0.455,true
21060580,8,4044,0.510,false
21060580,9,410013,0.655,false
21060580,10,3019,0.667,false
21060610,1,4030,0.176,true
21060610,2,4006,0.235,true
21060610,3,410005,0.279,true
21060610,4,410007,0.342,true
21060610,5,410006,0.370,true
21060610,6,410008,0.373,true
21060610,7,3016,0.455,true
21060610,8,4044,0.510,false
21060610,9,410013,0.655,false
21060610,10,3019,0.667,false
21060620,1,4030,0.176,true
21060620,2,4006,0.235,true
21060620,3,410005,0.279,true
21060620,4,410007,0.342,true
21060620,5,410006,0.370,true
21060620,6,410008,0.373,true
21060620,7,3016,0.455,true
21060620,8,4044,0.510,false
21060620,9,410013,0.655,false
21060620,10,3019,0.667,false
21060630,1,4030,0.176,true
21060630,2,4006,0.235,true
21060630,3,410005,0.279,true
21060630,4,410007,0.342,true
21060630,5,410006,0.370,true
21060630,6,410008,0.373,true
21060630,7,3016,0.455,true
21060630,8,4044,0.510,false
21060630,9,410013,0.655,false
21060630,10,3019,0.667,false
21060640,1,4030,0.176,true
21060640,2,4006,0.235,true
21060640,3,410005,0.279,true
21060640,4,410007,0.342,true
21060640,5,410006,0.370,true
21060640,6,410008,0.373,true
21060640,7,3016,0.455,true
21060640,8,4044,0.510,false
21060640,9,410013,0.655,false
21060640,10,3019,0.667,false
21060660,1,4030,0.176,true
21060660,2,4006,0.235,true
21060660,3,410005,0.279,true
21060660,4,410007,0.342,true
21060660,5,410006,0.370,true
21060660,6,410008,0.373,true
21060660,7,3016,0.455,true
21060660,8,4044,0.510,false
21060660,9,410013,0.655,false
21060660,10,3019,0.667,false
21060670,1,4030,0.176,true
21060670,2,4006,0.235,true
21060670,3,410005,0.279,true
21060670,4,410007,0.342,true
21060670,5,410006,0.370,true
21060670,6,410008,0.373,true
21060670,7,3016,0.455,true
21060670,8,4044,0.510,false
21060670,9,410013,0.655,false
21060670,10,3019,0.667,false
21060691,1,4030,0.176,true
21060691,2,4006,0.235,true
21060691,3,410005,0.279,true
21060691,4,410007,0.342,true
21060691,5,410006,0.370,true
21060691,6,410008,0.373,true
21060691,7,3016,0.455,true
21060691,8,4044,0.510,false
21060691,9,410013,0.655,false
21060691,10,3019,0.667,false
21060692,1,4030,0.176,true
21060692,2,4006,0.235,true
21060692,3,410005,0.279,true
21060692,4,410007,0.342,true
21060692,5,410006,0.370,true
21060692,6,410008,0.373,true
21060692,7,3016,0.455,true
21060692,8,4044,0.510,false
21060692,9,410013,0.655,false
21060692,10,3019,0.667,false
21060710,1,4030,0.176,true
21060710,2,4006,0.235,true
21060710,3,410005,0.279,true
21060710,4,410007,0.342,true
21060710,5,410006,0.370,true
21060710,6,410008,0.373,true
21060710,7,3016,0.455,true
21060710,8,4044,0.510,false
21060710,9,410013,0.655,false
21060710,10,3019,0.667,false
21060970,1,4030,0.176,true
21060970,2,4006,0.235,true
21060970,3,410005,0.279,true
21060970,4,410007,0.342,true
21060970,5,410006,0.370,true
21060970,6,410008,0.373,true
21060970,7,3016,0.455,true
21060970,8,4044,0.510,false
21060970,9,410013,0.655,false
21060970,10,3019,0.667,false
21061000,1,330602,0.177,true
21061000,2,329001,0.233,true
21061000,3,312027,0.258,false
21061000,4,3008,0.267,true
21061000,5,312037,0.295,false
21061000,6,312809,0.295,true
21061000,7,312802,0.315,false
21061000,8,312803,0.345,false
21061000,9,312806,0.388,false
21061000,10,3035,0.454,false
21061010,1,330602,0.177,true
21061010,2,329001,0.233,true
21061010,3,312027,0.258,false
21061010,4,3008,0.267,true
21061010,5,312037,0.295,false
21061010,6,312809,0.295,true
21061010,7,312802,0.315,false
21061010,8,312803,0.345,false
21061010,9,312806,0.388,false
21061010,10,3035,0.454,false
21061020,1,312027,0.158,true
21061020,2,312022,0.183,false
21061020,3,312803,0.437,true
21061020,4,3035,0.460,true
21061020,5,312503,0.474,false
21061020,6,312037,0.493,false
21061020,7,330602,0.510,false
21061020,8,312806,0.517,true
21061020,9,312802,0.521,false
21061020,10,312025,0.525,true
21061021,1,330602,0.177,true
21061021,2,329001,0.233,true
21061021,3,312027,0.258,false
21061021,4,3008,0.267,true
21061021,5,312037,0.295,false
21061021,6,312809,0.295,true
21061021,7,312802,0.315,false
21061021,8,312803,0.345,false
21061021,9,312806,0.388,false
21061021,10,3035,0.454,false
21061030,1,330602,0.177,true
21061030,2,329001,0.233,true
21061030,3,312027,0.258,false
21061030,4,3008,0.267,true
21061030,5,312037,0.295,false
21061030,6,312809,0.295,true
21061030,7,312802,0.315,false
21061030,8,312803,0.345,false
21061030,9,312806,0.388,false
21061030,10,3035,0.454,false
21061040,1,312002,0.000,true
21061040,2,312005,0.404,true
21061040,3,312006,0.420,true
21061040,4,312802,0.527,false
21061040,5,312037,0.543,false
21061040,6,312017,0.549,false
21061040,7,312025,0.699,false
21061040,8,330602,0.708,false
21061040,9,329001,0.747,false
21061040,10,312003,0.802,true
21061050,1,330602,0.177,true
21061050,2,329001,0.233,true
21061050,3,312027,0.258,false
21061050,4,3008,0.267,true
21061050,5,312037,0.295,false
21061050,6,312809,0.295,true
21061050,7,312802,0.315,false
21061050,8,312803,0.345,false
21061050,9,312806,0.388,false
21061050,10,3035,0.454,false
21061060,1,312809,0.000,true
21061060,2,329001,0.123,true
21061060,3,330602,0.208,true
